 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,95,415,-1.000,-1.000,-16711680
2,1,2,95,424,1.161,0.581,-15525368
3,1,3,95,424,0.000,0.000,-14406132
4,1,4,95,420,0.516,0.258,-13422585
5,1,5,93,420,0.258,0.129,-12959718
6,1,6,93,420,0.000,0.000,-13421260
7,1,7,93,420,0.000,0.000,-13092796
8,1,8,93,423,0.387,0.194,-13027777
9,1,9,81,412,2.100,1.050,-14732484
10,1,10,88,412,0.903,0.452,-14996159
11,1,11,88,412,0.000,0.000,-14602690
12,1,12,90,412,0.258,0.129,-14073300
13,1,13,88,412,0.258,0.129,-13813182
14,1,14,88,412,0.000,0.000,-13153221
15,1,15,86,416,0.577,0.288,-13613501
16,1,16,71,411,2.040,1.020,-14472139
17,1,17,71,411,0.000,0.000,-13023905
18,1,18,71,411,0.000,0.000,-12298403
19,1,19,71,411,0.000,0.000,-12759983
20,1,20,71,411,0.000,0.000,-14799552
21,1,21,45,409,3.364,1.682,-14406089
22,1,22,56,409,1.419,0.710,-14406859
23,1,23,56,408,0.129,0.065,-14274500
24,1,24,57,408,0.129,0.065,-14405321
25,1,25,57,408,0.000,0.000,-13614263
26,1,26,57,408,0.000,0.000,-14274237
27,1,27,54,401,0.982,0.491,-14274764
28,1,28,54,401,0.000,0.000,-14602189
29,1,29,44,405,1.389,0.695,-15062999
30,1,30,44,405,0.000,0.000,-14469833
31,1,31,44,405,0.000,0.000,-14864081
32,2,1,30,395,-1.000,-1.000,-14409454
33,2,2,30,395,0.000,0.000,-13158134
34,2,3,38,409,2.080,1.040,-15785192
35,2,4,29,396,2.040,1.020,-12302514
36,2,5,29,405,1.161,0.581,-12696772
37,2,6,21,401,1.154,0.577,-8224176
38,2,7,21,400,0.129,0.065,-6841723
39,2,8,18,397,0.547,0.274,-9797275
40,2,9,13,396,0.658,0.329,-9009038
41,2,10,19,396,0.774,0.387,-10520727
42,2,11,14,396,0.645,0.323,-8615068
43,2,12,14,396,0.000,0.000,-12030375
44,2,13,10,396,0.516,0.258,-8745383
45,2,14,5,393,0.752,0.376,-11179447
46,2,15,5,393,0.000,0.000,-11769272
