 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,451,344,-1.000,-1.000,-16776960
2,1,2,451,345,0.129,0.065,-16378596
3,1,3,440,353,1.755,0.877,-16776954
4,1,4,435,360,1.110,0.555,-16645376
5,1,5,435,357,0.387,0.194,-15327224
6,1,6,435,357,0.000,0.000,-14405096
7,1,7,435,357,0.000,0.000,-14140882
8,1,8,452,367,2.544,1.272,-12692919
9,1,9,438,363,1.878,0.939,-15060444
10,1,10,438,366,0.387,0.194,-14534602
11,1,11,438,369,0.387,0.194,-14533320
12,1,12,438,362,0.903,0.452,-15257548
13,1,13,438,359,0.387,0.194,-14731465
14,1,14,438,359,0.000,0.000,-14993624
15,1,15,438,359,0.000,0.000,-14990767
16,1,16,434,374,2.003,1.001,-15652056
17,1,17,434,374,0.000,0.000,-14732744
18,1,18,434,374,0.000,0.000,-14995405
19,1,19,433,367,0.912,0.456,-15123667
20,1,20,423,386,2.770,1.385,-14995407
21,1,21,420,386,0.387,0.194,-14145244
22,1,22,416,386,0.516,0.258,-15191739
23,1,23,416,386,0.000,0.000,-15057097
24,1,24,427,402,2.505,1.252,-14533054
25,1,25,430,401,0.408,0.204,-14664383
26,1,26,430,399,0.258,0.129,-15782603
27,1,27,430,398,0.129,0.065,-14797483
28,1,28,429,396,0.288,0.144,-14796745
29,1,29,429,396,0.000,0.000,-14467527
30,1,30,436,407,1.682,0.841,-14335426
31,1,31,448,418,2.100,1.050,-14929370
32,2,1,448,437,-1.000,-1.000,-16383744
33,2,2,448,437,0.000,0.000,-16710912
34,2,3,446,442,0.695,0.347,-16645628
35,2,4,444,442,0.258,0.129,-16711424
36,2,5,442,442,0.258,0.129,-15724528
37,2,6,441,442,0.129,0.065,-14933724
38,2,7,441,442,0.000,0.000,-14736855
39,2,8,439,437,0.695,0.347,-15391713
40,2,9,433,442,1.008,0.504,-14669011
41,2,10,443,432,1.824,0.912,-14600665
42,2,11,443,427,0.645,0.323,-15062999
43,2,12,443,431,0.516,0.258,-14865107
44,2,13,439,432,0.532,0.266,-15259868
45,2,14,439,442,1.290,0.645,-15324893
46,2,15,448,439,1.224,0.612,-15194075
47,2,16,449,439,0.129,0.065,-15392467
48,2,17,451,442,0.465,0.233,-15981530
49,2,18,443,447,1.217,0.608,-15259096
50,2,19,451,445,1.064,0.532,-15588061
51,2,20,465,438,2.019,1.010,-13484255
52,2,21,472,450,1.792,0.896,-15192533
53,2,22,472,450,0.000,0.000,-15325409
54,2,23,472,459,1.161,0.581,-14667479
55,2,24,472,467,1.032,0.516,-14404281
56,2,25,477,470,0.752,0.376,-12759493
57,2,26,477,470,0.000,0.000,-12822462
58,2,27,471,473,0.865,0.433,-12954041
