 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,352,313,-1.000,-1.000,-15457280
2,1,2,359,312,0.912,0.456,-14337487
3,1,3,359,311,0.129,0.065,-14074087
4,1,4,359,311,0.000,0.000,-10595531
5,1,5,359,311,0.000,0.000,-7958922
6,1,6,361,325,1.824,0.912,-10717623
7,1,7,353,319,1.290,0.645,-12031399
8,1,8,356,326,0.982,0.491,-12099492
9,1,9,356,323,0.387,0.194,-12492973
10,1,10,356,324,0.129,0.065,-13410981
11,1,11,356,324,0.000,0.000,-13606565
12,1,12,356,317,0.903,0.452,-9461869
13,1,13,359,317,0.387,0.194,-9067624
14,1,14,364,314,0.752,0.376,-10646119
15,1,15,359,321,1.110,0.555,-13082026
16,1,16,357,324,0.465,0.233,-14794704
17,1,17,353,324,0.516,0.258,-14402773
18,1,18,352,324,0.129,0.065,-14596304
19,1,19,346,321,0.865,0.433,-15124168
20,1,20,344,311,1.316,0.658,-14004435
21,1,21,353,314,1.224,0.612,-12289162
22,1,22,359,325,1.616,0.808,-13937094
23,1,23,368,320,1.328,0.664,-11505075
24,1,24,368,313,0.903,0.452,-10709115
25,1,25,366,316,0.465,0.233,-8280427
26,1,26,366,316,0.000,0.000,-9791115
27,1,27,366,317,0.129,0.065,-7884389
28,1,28,364,318,0.288,0.144,-13673136
29,1,29,364,318,0.000,0.000,-12555179
30,1,30,364,318,0.000,0.000,-12162458
31,1,31,364,318,0.000,0.000,-13739696
32,2,1,421,272,-1.000,-1.000,-16247792
33,2,2,435,271,1.811,0.905,-16645888
34,2,3,436,269,0.288,0.144,-16709631
35,2,4,436,269,0.000,0.000,-14141171
36,2,5,442,269,0.774,0.387,-13481430
37,2,6,442,269,0.000,0.000,-10847645
38,2,7,443,266,0.408,0.204,-12559767
39,2,8,443,262,0.516,0.258,-12098705
40,2,9,443,262,0.000,0.000,-14790826
41,2,10,443,262,0.000,0.000,-16433842
42,2,11,450,260,0.939,0.470,-14661571
43,2,12,450,259,0.129,0.065,-15584482
44,2,13,450,258,0.129,0.065,-14270411
45,2,14,452,255,0.465,0.233,-15651027
46,2,15,452,255,0.000,0.000,-15519965
47,2,16,452,255,0.000,0.000,-13147075
48,2,17,452,261,0.774,0.387,-14598096
49,2,18,452,261,0.000,0.000,-13611968
50,2,19,457,260,0.658,0.329,-11966368
51,2,20,457,259,0.129,0.065,-12029627
52,2,21,457,259,0.000,0.000,-13676485
53,2,22,457,258,0.129,0.065,-11047089
54,2,23,459,253,0.695,0.347,-12888247
55,2,24,459,253,0.000,0.000,-11239572
56,2,25,463,252,0.532,0.266,-13933760
57,2,26,463,252,0.000,0.000,-14134714
58,2,27,464,260,1.040,0.520,-14469859
59,2,28,464,257,0.387,0.194,-14267088
60,2,29,464,253,0.516,0.258,-11969715
61,2,30,464,252,0.129,0.065,-13348029
62,2,31,467,253,0.408,0.204,-13938388
