 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,180,472,-1.000,-1.000,-16646143
2,1,2,176,468,0.730,0.365,-16776444
3,1,3,175,468,0.129,0.065,-16514545
4,1,4,171,465,0.645,0.323,-16777214
5,1,5,171,465,0.000,0.000,-15788529
6,1,6,171,465,0.000,0.000,-14276581
7,1,7,170,465,0.129,0.065,-5719828
8,1,8,167,446,2.481,1.241,-14539478
9,1,9,167,446,0.000,0.000,-13814993
10,1,10,162,434,1.677,0.839,-12229538
11,1,11,156,422,1.731,0.865,-15518936
12,1,12,152,418,0.730,0.365,-15059139
13,1,13,152,418,0.000,0.000,-14468819
14,1,14,149,417,0.408,0.204,-14732495
15,1,15,130,394,3.848,1.924,-14406088
16,1,16,130,394,0.000,0.000,-14008518
17,1,17,130,394,0.000,0.000,-14536396
18,1,18,131,404,1.296,0.648,-14865859
19,1,19,130,394,1.296,0.648,-12823482
20,1,20,121,395,1.168,0.584,-14799552
21,1,21,93,396,3.614,1.807,-14405568
22,1,22,89,390,0.930,0.465,-13616832
23,1,23,82,387,0.982,0.491,-14078666
24,1,24,77,387,0.645,0.323,-13748679
25,1,25,77,387,0.000,0.000,-14077894
26,1,26,77,387,0.000,0.000,-14537146
27,1,27,77,387,0.000,0.000,-14340296
28,1,28,77,387,0.000,0.000,-14077634
29,1,29,77,387,0.000,0.000,-14732492
30,1,30,77,387,0.000,0.000,-14012619
31,1,31,77,387,0.000,0.000,-14143691
32,2,1,95,407,-1.000,-1.000,-16777214
33,2,2,97,400,0.939,0.470,-16776954
34,2,3,97,400,0.000,0.000,-15787249
35,2,4,94,401,0.408,0.204,-11119070
36,2,5,91,400,0.408,0.204,-11973599
37,2,6,91,397,0.387,0.194,-7497357
38,2,7,85,390,1.189,0.595,-7304081
39,2,8,74,386,1.510,0.755,-11183532
40,2,9,71,400,1.847,0.923,-12827054
41,2,10,57,400,1.806,0.903,-13485499
42,2,11,47,391,1.736,0.868,-13744057
43,2,12,35,395,1.632,0.816,-13679796
44,2,13,24,394,1.425,0.712,-12363469
45,2,14,24,391,0.387,0.194,-13025477
46,2,15,24,391,0.000,0.000,-11378869
47,2,16,14,379,2.015,1.008,-13745849
48,2,17,15,381,0.288,0.144,-13552070
49,2,18,15,381,0.000,0.000,-10787005
50,2,19,6,381,1.161,0.581,-10917743
