65,6,0,0
65,7,0,0
65,8,0,0
65,9,0,0
65,10,0,0
67,1,-1,-1
67,2,0.516,0.258
67,3,0,0
67,4,0.645,0.323
67,5,0,0
67,6,0,0
67,7,0,0
67,8,0,0
67,9,-0.408,-0.204
67,10,0,0
69,1,-1,-1
69,2,0.982,0.491
69,3,-0.387,-0.194
69,4,-0.129,-0.065
69,5,0,0
69,6,0,0
69,7,0,0
69,8,0.774,0.387
69,9,0,0
69,10,-1.459,-0.73
,,,
70,1,-1,-1
70,2,-2.97,-1.485
70,3,0,0
70,4,-0.129,-0.065
70,5,-3.542,-1.771
70,6,-0.516,-0.258
70,7,0,0
70,8,-0.129,-0.065
70,9,0,0
70,10,0,0
72,1,-1,-1
72,2,-1.806,-0.903
72,3,-1.032,-0.516
72,4,-0.129,-0.065
72,5,-2.08,-1.04
72,6,-0.645,-0.323
72,7,0,0
72,8,0,0
72,9,-0.816,-0.408
72,10,0,0
74,1,-1,-1
74,2,-0.258,-0.129
74,3,-0.903,-0.452
74,4,-0.387,-0.194
74,5,-2.58,-1.29
74,6,-0.645,-0.323
74,7,0,0
74,8,-0.288,-0.144
74,9,-0.129,-0.065
74,10,0,0
76,1,-1,-1
76,2,-1.032,-0.516
76,3,-1.032,-0.516
76,4,-0.645,-0.323
76,5,-2.068,-1.034
76,6,-0.258,-0.129
76,7,0,0
76,8,0,0
76,9,0,0
76,10,0,0
78,1,-1,-1
78,2,-2.068,-1.034
78,3,-1.29,-0.645
78,4,0,0
78,5,-2.019,-1.01
78,6,0,0
78,7,-0.288,-0.144
78,8,-0.258,-0.129
78,9,0,0
78,10,0,0
80,1,-1,-1
80,2,-1.032,-0.516
80,3,-0.516,-0.258
80,4,-0.785,-0.392
80,5,-1.677,-0.839
80,6,-1.064,-0.532
80,7,0,0
80,8,0,0
80,9,0,0
80,10,0,0
,,,
81,1,-1,-1
81,2,0.903,0.452
81,3,0.129,0.065
81,4,0.387,0.194
81,5,0,0
81,6,0,0
81,7,0.258,0.129
81,8,0.258,0.129
81,9,0.258,0.129
81,10,0.129,0.065
83,1,-1,-1
83,2,-0.129,-0.065
83,3,-0.258,-0.129
83,4,-0.365,-0.182
83,5,-0.387,-0.194
83,6,0,0
83,7,-0.258,-0.129
83,8,-0.258,-0.129
83,9,0,0
83,10,0,0
85,1,-1,-1
85,2,0.516,0.258
85,3,0,0
85,4,0,0
85,5,0.387,0.194
85,6,0.129,0.065
85,7,0.387,0.194
85,8,0,0
85,9,0,0
85,10,0,0
87,1,-1,-1
87,2,0,0
87,3,0,0
87,4,0.645,0.323
87,5,0.516,0.258
87,6,0.129,0.065
87,7,1.032,0.516
87,8,0,0
87,9,0.258,0.129
87,10,0,0
89,1,-1,-1
89,2,0.658,0.329
89,3,0.387,0.194
89,4,1.161,0.581
89,5,0.129,0.065
89,6,0,0
89,7,0.129,0.065
89,8,0.774,0.387
89,9,0.258,0.129
89,10,0,0
91,1,-1,-1
91,2,0,0
91,3,0.387,0.194
91,4,0.695,0.347
91,5,0.465,0.233
91,6,0,0
91,7,0.129,0.065
91,8,0,0
91,9,0.387,0.194
91,10,0,0
93,1,-1,-1
93,2,-0.129,-0.065
93,3,-0.258,-0.129
93,4,0,0
93,5,-0.826,-0.413
93,6,-0.288,-0.144
93,7,0,0
93,8,-0.387,-0.194
93,9,-0.129,-0.065
93,10,0,0
,,,
96,1,-1,-1
96,2,0,0
96,3,0.516,0.258
96,4,0.465,0.233
96,5,0,0
96,6,0,0
96,7,0,0
96,8,-0.288,-0.144
96,9,0,0
98,1,-1,-1
98,2,-0.816,-0.408
98,3,0,0
98,4,-0.408,-0.204
98,5,0.387,0.194
98,6,-0.774,-0.387
98,7,0,0
98,8,0.903,0.452
98,9,-0.129,-0.065
100,1,-1,-1
100,2,0.129,0.065
100,3,0.516,0.258
100,4,0.129,0.065
100,5,0.129,0.065
100,6,0.258,0.129
100,7,0,0
100,8,-0.516,-0.258
100,9,0.365,0.182
102,1,-1,-1
102,2,0,0
102,3,0,0
102,4,0.93,0.465
102,5,-0.129,-0.065
102,6,-0.129,-0.065
102,7,0,0
102,8,0.645,0.323
102,9,-0.387,-0.194
104,1,-1,-1
104,2,0.387,0.194
104,3,0.73,0.365
104,4,0.182,0.091
104,5,-0.645,-0.323
104,6,0.516,0.258
104,7,0.129,0.065
104,8,0,0
104,9,0.258,0.129
