1,1,2,628,276,-1,-1,-661376
2,1,3,626,272,0.577,16.483,-856446
3,1,4,633,274,0.939,26.832,-790652
4,1,5,633,274,0,0,-332150
5,1,6,633,274,0,0,-462970
6,1,7,636,274,0.387,11.057,-462968
7,1,8,636,274,0,0,-725887
8,1,9,636,274,0,0,-1782425
9,1,10,648,274,1.548,44.229,-1320589
10,1,11,642,264,1.504,42.982,-4607165
11,1,12,640,261,0.465,13.289,-4541631
12,1,13,640,261,0,0,-6384590
13,1,14,642,266,0.695,19.848,-4740802
14,1,15,649,269,0.982,28.07,-6585559
15,1,16,649,269,0,0,-5994192
16,1,17,644,265,0.826,23.6,-4873411
17,1,18,641,264,0.408,11.655,-5199811
18,1,19,640,262,0.288,8.242,-4148667
19,1,20,640,265,0.387,11.057,-5072069
20,1,21,645,268,0.752,21.491,-6584278
21,1,22,648,265,0.547,15.637,-4413888
22,1,23,646,264,0.288,8.242,-7768550
23,1,24,646,258,0.774,22.114,-7900641
24,1,25,645,252,0.785,22.419,-4806335
25,1,26,652,244,1.371,39.18,-5004997
26,1,27,652,244,0,0,-4607678
27,1,28,656,250,0.93,26.578,-4414145
28,1,29,656,250,0,0,-4608192
29,1,30,656,250,0,0,-5400266
30,1,31,661,249,0.658,18.794,-5006274
31,1,32,661,242,0.903,25.8,-5332167
32,1,33,660,238,0.532,15.197,-4872639
33,1,34,660,238,0,0,-6580686
34,1,35,657,237,0.408,11.655,-4082870
35,1,36,661,240,0.645,18.429,-4608446
36,1,37,662,240,0.129,3.686,-4870848
37,1,38,664,244,0.577,16.483,-4804028
38,1,39,665,246,0.288,8.242,-4807618
39,1,40,665,246,0,0,-4743104
40,1,41,661,244,0.577,16.483,-4543164
41,1,42,660,242,0.288,8.242,-5003202
42,1,43,660,242,0,0,-4806336
43,1,44,662,241,0.288,8.242,-5002434
44,1,45,665,241,0.387,11.057,-4609216
45,1,46,666,241,0.129,3.686,-5003461
46,1,47,669,240,0.408,11.655,-5401034
47,1,48,666,233,0.982,28.07,-4542910
48,1,49,665,230,0.408,11.655,-8685541
49,1,50,665,230,0,0,-7701982
50,1,51,668,233,0.547,15.637,-5068225
51,1,52,673,234,0.658,18.794,-4149433
52,1,53,673,234,0,0,-4215738
53,1,54,673,234,0,0,-4936132
54,1,55,673,234,0,0,-4411835
55,1,56,673,234,0,0,-4018102
56,1,57,673,234,0,0,-4347067
57,1,58,673,234,0,0,-4674749
58,1,59,673,234,0,0,-4149945
59,1,60,682,234,1.161,33.171,-4348092
60,1,61,682,234,0,0,-4283325
61,1,62,682,234,0,0,-6453971
62,1,63,678,229,0.826,23.6,-5727948
63,1,64,677,226,0.408,11.655,-4872386
64,1,65,676,225,0.182,5.212,-5071047
65,1,66,676,225,0,0,-4345020
66,1,67,676,224,0.129,3.686,-4477632
67,1,68,676,222,0.258,7.371,-4805055
68,1,69,676,222,0,0,-5003714
69,1,70,680,220,0.577,16.483,-4477630
70,1,71,680,220,0,0,-5268680
71,1,72,681,217,0.408,11.655,-4741825
72,1,73,684,216,0.408,11.655,-4542399
73,1,74,682,212,0.577,16.483,-4675007
74,1,75,684,210,0.365,10.425,-4873668
75,1,76,684,210,0,0,-5199554
76,1,77,684,210,0,0,-4346046
77,1,78,680,212,0.577,16.483,-4347325
78,1,79,678,210,0.365,10.425,-4609984
79,1,80,680,208,0.365,10.425,-5856713
80,1,81,681,210,0.288,8.242,-5002175
81,1,82,681,210,0,0,-4741055
82,1,83,682,212,0.288,8.242,-4612036
83,1,84,686,210,0.577,16.483,-4346042
84,1,85,686,210,0,0,-4937668
85,1,86,688,208,0.365,10.425,-5661642
86,1,87,688,208,0,0,-3492785
87,1,88,686,205,0.465,13.289,-5004227
88,1,89,686,205,0,0,-5003455
89,1,90,686,205,0,0,-4740030
90,1,91,686,205,0,0,-5135298
91,1,92,685,206,0.182,5.212,-5136581
92,1,93,685,208,0.258,7.371,-4872641
93,1,94,685,208,0,0,-5137862
94,1,95,688,208,0.387,11.057,-6322644
95,1,96,690,202,0.816,23.311,-4740543
96,1,97,690,202,0,0,-5792201
97,1,98,690,202,0,0,-5663177
98,1,99,688,202,0.258,7.371,-5134018
99,1,100,688,202,0,0,-4609984
100,1,101,688,202,0,0,-5070020
101,1,102,688,202,0,0,-4871616
102,1,103,686,202,0.258,7.371,-5398213
103,1,104,685,201,0.182,5.212,-4543676
104,1,105,686,198,0.408,11.655,-4937921
105,1,106,689,198,0.387,11.057,-4477883
106,1,107,693,198,0.516,14.743,-5662407
107,1,108,694,201,0.408,11.655,-5462977
108,1,109,692,205,0.577,16.483,-4675260
109,1,110,689,202,0.547,15.637,-4938434
110,1,111,689,198,0.516,14.743,-4545725
111,1,112,690,196,0.288,8.242,-4609984
112,1,113,692,194,0.365,10.425,-4411837
113,1,114,692,194,0,0,-5333958
114,1,115,692,194,0,0,-5988299
115,1,116,692,189,0.645,18.429,-6321106
116,1,117,692,189,0,0,-7767008
117,1,118,692,189,0,0,-8032484
118,1,119,693,193,0.532,15.197,-7042517
