67,32,-30
-65,34,-28
-66,33,-29
-66,35,-29
-67,35,-30
-65,33,-29
-68,34,-31
-66,34,-30
-65,33,-29
-66,34,-30
-65,34,-30
-66,33,-30
-66,34,-30
-69,32,-31
-66,33,-29
-69,33,-31
-66,34,-31
-66,34,-32
-67,34,-31
-66,34,-30
-66,34,-32
-66,34,-30
-66,35,-30
-66,32,-30
-66,32,-31
-65,33,-31
-65,34,-29
-68,34,-30
-66,34,-30
-67,33,-29
-66,32,-30
-65,33,-30
-66,33,-30
-67,35,-29
-65,34,-31
-65,33,-30
-66,32,-32
-66,34,-29
-66,33,-30
-67,33,-30
-65,33,-31
-66,34,-30
-68,33,-31
-67,34,-30
-67,34,-29
-68,33,-30
-65,32,-29
-67,35,-32
-67,32,-30
-66,32,-30
-66,33,-29
-67,34,-29
-67,31,-30
-66,33,-31
-67,33,-30
-66,35,-30
-67,34,-31
-65,34,-29
-66,34,-30
-67,33,-31
-66,34,-29
-66,32,-31
-67,34,-29
-69,32,-30
-67,34,-31
-66,34,-30
-67,35,-29
-65,34,-31
-66,33,-31
-65,35,-29
-67,32,-31
-67,35,-30
-66,35,-32
-67,35,-31
-66,33,-32
-64,35,-29
-67,32,-30
-65,32,-30
-66,34,-32
-67,33,-30
-66,33,-31
-64,32,-31
-66,35,-29
-68,32,-29
-65,34,-31
-66,34,-30
-67,32,-31
-67,33,-31
-64,33,-29
-66,35,-31
-67,33,-32
-67,34,-30
-67,36,-31
-65,34,-31
-65,33,-32
-68,35,-29
-66,34,-29
-66,34,-31
-68,33,-31
-66,34,-30
-66,34,-30
-65,32,-29
-65,32,-29
-65,34,-32
-65,33,-31
-66,35,-32
-66,32,-30
-67,34,-30
-66,35,-30
-64,33,-30
-66,34,-30
-66,35,-32
-66,33,-32
-68,33,-29
