-63,33,-27
-66,31,-30
-65,32,-28
-63,33,-28
-65,33,-28
-64,30,-27
-65,31,-28
-63,31,-29
-65,31,-27
-64,32,-28
-64,33,-29
-64,31,-29
-64,34,-28
-64,33,-28
-65,32,-29
-65,32,-29
-64,33,-30
-64,30,-29
-64,33,-27
-65,32,-29
-65,31,-29
-65,33,-29
-64,32,-28
-63,33,-28
-65,32,-31
-65,31,-29
-64,33,-29
-64,30,-30
-65,29,-28
-66,29,-29
-67,33,-30
-65,31,-27
-63,32,-30
-64,34,-29
-65,32,-30
-63,31,-28
-65,32,-29
-65,32,-28
-63,32,-28
-65,31,-29
-66,33,-28
-62,31,-29
-64,32,-30
-66,31,-30
-67,32,-30
-65,32,-31
-66,32,-29
-65,31,-30
-66,33,-28
-64,31,-28
-65,33,-30
-64,32,-29
-65,30,-29
-64,31,-30
-65,31,-28
-63,33,-27
-65,30,-29
-63,32,-29
-66,34,-28
-65,31,-28
-65,31,-28
-65,32,-29
-65,32,-27
-63,28,-29
-64,30,-29
-67,33,-29
-66,32,-28
-66,31,-30
-64,31,-30
-63,32,-29
-64,32,-29
-65,32,-30
-66,32,-29
-64,33,-29
-63,31,-29
-64,34,-28
-64,32,-28
-64,30,-28
-65,32,-27
-65,31,-29
-64,31,-28
-65,33,-27
-67,31,-28
-66,33,-30
-64,31,-30
-66,33,-28
-65,31,-28
-63,33,-26
-65,31,-27
-62,33,-30
-62,33,-28
-65,29,-28
-64,30,-28
-64,31,-30
-65,32,-30
-64,31,-29
-65,31,-28
-65,31,-29
-65,33,-28
-64,33,-28
-66,32,-29
-64,34,-29
-66,31,-29
-64,32,-29
-65,32,-29
-64,34,-28
-64,32,-28
-65,31,-28
-65,33,-29
-64,32,-28
-66,31,-29
-65,32,-28
-65,32,-29
-65,33,-28
-63,33,-27
-64,33,-27
-66,32,-28
-64,31,-28
-65,29,-31
-67,31,-31
-63,30,-28
-66,32,-29
-65,32,-29
-65,33,-28
-63,31,-29
-64,32,-30
-63,32,-30
-64,32,-28
-64,32,-28
-65,32,-27
-64,32,-28
-66,31,-30
-65,32,-30
-65,32,-30
-65,31,-29
-65,32,-29
-65,32,-29
-63,32,-29
-64,33,-30
-66,32,-29
-63,31,-28
-66,32,-29
-65,32,-29
-65,31,-29
-64,33,-29
-65,34,-29
-67,30,-30
-65,33,-29
-65,32,-29
-65,32,-27
-65,35,-29
