-65,25,-30
-66,25,-31
-65,25,-29
-67,25,-32
-67,24,-32
-64,26,-29
-68,26,-30
-66,24,-30
-65,26,-29
-66,25,-30
-65,22,-31
-64,24,-29
-65,26,-32
-67,24,-30
-67,23,-30
-67,23,-30
-66,27,-31
-67,24,-30
-65,24,-31
-66,24,-30
-66,25,-28
-67,26,-30
-66,24,-30
-65,25,-31
-66,25,-30
-65,25,-30
-66,25,-28
-65,24,-29
-66,26,-31
-66,24,-29
-66,24,-29
-64,25,-31
-67,23,-28
-66,26,-30
-63,26,-28
-67,24,-32
-66,25,-30
-64,24,-30
-64,24,-31
-65,24,-29
-66,26,-29
-66,24,-30
-66,24,-29
-65,25,-31
-65,24,-31
-66,24,-29
-66,24,-29
-66,24,-31
-66,24,-29
-65,24,-30
-65,24,-29
-68,24,-30
-66,24,-31
-64,24,-31
-67,23,-29
-65,26,-31
-67,24,-27
-65,24,-31
-66,25,-30
-67,27,-28
-66,25,-28
-65,24,-29
-66,29,-29
-68,24,-28
-65,23,-27
-66,25,-29
-66,23,-30
-65,27,-30
-66,23,-28
-66,24,-32
-64,26,-30
-65,24,-29
-64,27,-30
-66,24,-30
-65,25,-31
-64,26,-31
-64,24,-30
-64,24,-29
-67,25,-30
-64,24,-28
-65,25,-26
-67,25,-29
-66,24,-30
-67,24,-30
-66,23,-30
-67,25,-30
-66,24,-30
-65,25,-31
-66,24,-29
-66,24,-27
-65,24,-29
-65,26,-27
-65,26,-30
-66,22,-29
-67,25,-30
-64,26,-30
-66,25,-32
-64,25,-30
-66,25,-31
-65,24,-29
-66,25,-28
-66,23,-30
-65,24,-31
-66,25,-29
-63,23,-30
-66,25,-30
-65,23,-30
-66,25,-30
-65,23,-30
-66,24,-30
-66,24,-28
-66,22,-32
-65,25,-30
-67,26,-29
-64,25,-30
-66,25,-29
-66,26,-28
-66,26,-30
-64,23,-28
-66,26,-30
-64,23,-30
-65,25,-30
