-68,27,-29
-65,29,-31
-66,27,-31
-66,28,-30
-67,28,-30
-65,26,-28
-65,29,-27
-66,27,-30
-65,27,-31
-66,28,-28
-65,27,-28
-67,28,-29
-64,27,-27
-65,30,-29
-66,26,-27
-66,29,-29
-66,27,-29
-68,27,-30
-64,28,-28
-65,27,-27
-67,29,-28
-66,28,-28
-64,28,-29
-65,28,-29
-65,29,-29
-66,26,-31
-63,29,-29
-64,25,-28
-66,28,-30
-65,28,-27
-66,28,-30
-66,27,-30
-65,28,-28
-66,29,-29
-66,29,-30
-64,27,-30
-65,28,-28
-62,29,-29
-65,28,-27
-66,27,-28
-66,29,-29
-66,27,-31
-64,28,-29
-67,29,-30
-65,28,-29
-64,29,-27
-65,25,-28
-65,29,-29
-65,27,-28
-65,27,-29
-63,29,-27
-66,28,-27
-66,27,-30
-65,27,-28
-65,27,-29
-66,29,-28
-63,27,-31
-65,26,-28
-66,26,-29
-66,28,-29
-65,27,-28
-64,26,-29
-65,27,-29
-65,28,-30
-65,27,-29
-66,27,-30
-65,29,-28
-67,29,-29
-66,26,-30
-66,29,-28
-63,26,-29
-68,29,-29
-64,26,-28
-67,28,-29
-65,29,-29
-66,29,-28
-67,26,-29
-66,26,-28
-64,28,-31
-65,27,-30
-66,29,-30
-65,28,-29
-65,27,-28
-64,29,-29
-64,28,-27
-67,28,-26
-67,29,-29
-65,27,-29
-66,30,-29
-65,27,-29
-65,25,-31
-65,27,-28
-64,27,-30
-65,29,-29
-65,27,-28
-64,25,-27
-64,28,-27
-67,29,-28
-66,27,-29
-67,28,-30
-63,28,-28
-66,28,-27
-65,28,-26
-64,27,-29
-65,26,-28
-67,27,-28
-65,29,-30
-66,28,-30
-65,27,-30
-64,28,-28
-65,28,-27
-66,27,-28
-65,28,-28
-65,26,-30
-66,28,-28
-66,28,-30
-65,27,-29
-66,27,-28
-64,27,-27
-66,27,-27
-64,28,-29
-66,27,-27
-66,28,-28
-67,29,-28
-65,29,-27
-66,26,-31
-66,28,-28
-65,28,-31
-64,26,-29
-66,28,-28
-66,28,-29
-67,28,-29
-66,28,-27
-65,27,-29
-64,28,-29
-65,28,-28
-67,28,-29
-65,29,-28
-63,29,-30
-65,27,-28
-65,26,-29
-65,25,-28
-66,29,-27
-66,27,-28
-65,27,-30
-65,27,-29
-65,27,-28
-65,28,-29
-66,29,-31
-66,28,-29
-66,28,-28
-66,28,-28
-67,28,-29
-66,27,-30
-65,26,-29
-66,28,-27
-65,27,-27
-65,26,-30
-67,26,-28
-64,27,-30
-65,28,-30
-64,29,-29
-66,27,-28
-65,27,-27
-66,30,-28
-66,27,-26
-66,27,-29
-65,30,-28
-66,29,-30
-63,27,-31
-67,29,-31
-65,27,-28
-65,28,-29
-64,27,-31
-67,26,-28
-65,27,-30
-66,28,-28
-65,27,-27
-66,30,-28
-66,25,-29
-65,28,-29
-66,28,-27
-66,30,-28
-65,26,-30
-64,28,-28
-64,25,-28
-64,28,-30
-67,29,-30
-64,27,-31
-65,27,-26
-65,29,-28
-64,27,-28
-66,28,-30
-67,28,-28
-64,26,-29
-65,26,-28
-66,28,-28
-67,31,-27
-64,28,-26
-66,28,-28
-65,26,-28
