-64,31,-28
-68,33,-31
-68,32,-30
-65,33,-30
-67,34,-31
-67,33,-30
-68,33,-29
-65,33,-30
-67,32,-30
-65,35,-32
-66,34,-31
-67,32,-32
-65,33,-30
-65,33,-30
-65,34,-31
-66,34,-31
-66,33,-31
-67,32,-31
-66,33,-31
-65,32,-28
-66,33,-30
-65,33,-30
-65,33,-32
-66,33,-32
-67,34,-29
-66,35,-29
-66,31,-32
-66,33,-30
-66,34,-30
-65,34,-30
-67,33,-31
-65,32,-30
-65,33,-30
-66,31,-32
-66,33,-29
-65,34,-30
-64,34,-29
-65,32,-29
-66,32,-32
-65,32,-32
-67,33,-28
-66,34,-31
-63,33,-30
-65,33,-29
-65,32,-29
-67,32,-30
-66,33,-31
-67,33,-30
-68,35,-32
-68,31,-30
-66,33,-30
-65,34,-31
-64,32,-30
-67,33,-32
-66,34,-30
-68,33,-30
-65,34,-30
-64,33,-31
-66,34,-30
-66,32,-29
-66,35,-30
-65,33,-30
-67,33,-30
-66,34,-29
-66,32,-31
-66,32,-30
-67,33,-30
-66,33,-28
-67,34,-30
-67,33,-30
-67,34,-31
-66,33,-30
-66,34,-31
-66,33,-31
-67,35,-30
-66,33,-29
-67,33,-29
-65,31,-30
-66,33,-30
-66,31,-31
-66,32,-31
-64,32,-32
-67,33,-31
-67,35,-31
-64,34,-28
-67,34,-31
-67,33,-29
-66,34,-30
-65,34,-32
-67,31,-31
-66,32,-30
-66,33,-31
-66,31,-31
-66,34,-29
-68,32,-32
-68,34,-32
-66,34,-31
-66,33,-30
-67,32,-31
-68,32,-32
-68,33,-31
-68,31,-31
-65,33,-29
-67,34,-30
-67,32,-30
-66,33,-31
-65,31,-31
-66,33,-30
-67,34,-31
-66,35,-30
-66,33,-29
-69,32,-31
-66,33,-30
-64,34,-31
-66,34,-30
-66,32,-33
-66,32,-29
-66,34,-31
-68,32,-32
-66,31,-31
-68,32,-31
-67,34,-31
-67,32,-31
-66,34,-30
-67,32,-31
-65,34,-32
-66,35,-32
-66,32,-28
-65,32,-31
-66,33,-31
-66,33,-32
-66,32,-29
-66,34,-32
-66,35,-31
-68,34,-31
-64,31,-31
-66,32,-33
-67,35,-29
-68,34,-29
-67,31,-30
-66,34,-30
-66,34,-28
-66,34,-28
-68,34,-31
-65,31,-31
-66,34,-32
-65,33,-29
-66,32,-29
-64,32,-30
-66,31,-30
-67,33,-29
-66,33,-29
-67,31,-32
