69,34,-30
-64,35,-31
-67,35,-30
-66,34,-31
-66,34,-30
-68,34,-29
-67,34,-29
-67,33,-28
-65,34,-30
-67,33,-32
-67,33,-29
-68,34,-29
-64,33,-30
-66,34,-31
-67,32,-29
-66,33,-29
-67,33,-28
-66,35,-30
-66,33,-30
-68,33,-29
-67,34,-29
-67,35,-30
-66,33,-30
-65,33,-30
-68,33,-32
-66,34,-30
-66,34,-30
-67,34,-30
-66,33,-30
-65,34,-31
-65,33,-31
-66,33,-30
-66,34,-30
-66,34,-30
-66,34,-31
-65,33,-30
-65,33,-30
-66,34,-29
-65,31,-30
-68,33,-31
-69,32,-30
-66,32,-29
-66,34,-31
-67,35,-32
-67,33,-31
-64,34,-30
-66,33,-29
-66,34,-30
-66,35,-31
-65,33,-30
-65,34,-31
-65,34,-30
-66,34,-29
-66,33,-32
-66,36,-31
-68,33,-32
-68,33,-30
-66,34,-31
-65,35,-30
-66,33,-31
-66,33,-34
-67,36,-30
-68,36,-30
-65,34,-29
-67,34,-31
-66,34,-32
-66,32,-30
-66,34,-33
-65,34,-33
-69,34,-31
-65,34,-30
-66,34,-29
-67,34,-30
-67,33,-31
-66,34,-29
-65,34,-31
-64,34,-29
-67,33,-30
-65,35,-31
-67,35,-30
-67,33,-31
-65,33,-31
-68,32,-30
-67,34,-30
-66,33,-32
-67,36,-29
-65,33,-30
-66,33,-31
-67,33,-32
-67,34,-29
-68,34,-29
-67,33,-32
-66,33,-31
-66,36,-31
-67,34,-30
-66,32,-30
-66,34,-30
-67,35,-31
-66,33,-29
-67,33,-33
-66,34,-30
-66,32,-29
-66,36,-29
-67,33,-31
-65,35,-30
-67,34,-30
-66,33,-31
-67,34,-29
-66,34,-31
-66,33,-30
-67,33,-28
-66,35,-31
-66,33,-32
-68,35,-29
