 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1.000,1.000,501.000,274.000,-1.000,-1.000,-15523836.000
2,1.000,2.000,501.000,274.000,0.000,0.000,-15060982.000
3,1.000,3.000,501.000,273.000,0.129,0.064,-14331903.000
4,1.000,4.000,501.000,268.000,0.645,0.322,-10915064.000
5,1.000,5.000,485.000,241.000,4.049,2.024,-13609433.000
6,1.000,6.000,485.000,241.000,0.000,0.000,-12688574.000
7,1.000,7.000,485.000,242.000,0.129,0.064,-13937899.000
8,1.000,8.000,490.000,243.000,0.658,0.329,-10645417.000
9,1.000,9.000,488.000,243.000,0.258,0.129,-12224451.000
10,1.000,10.000,487.000,243.000,0.129,0.064,-13145309.000
11,1.000,11.000,486.000,243.000,0.129,0.064,-14140633.000
12,1.000,12.000,487.000,243.000,0.129,0.064,-14142172.000
13,1.000,13.000,487.000,248.000,0.645,0.322,-13483991.000
14,1.000,14.000,487.000,250.000,0.258,0.129,-12494014.000
15,1.000,15.000,487.000,250.000,0.000,0.000,-13745633.000
16,1.000,16.000,487.000,250.000,0.000,0.000,-14010846.000
17,1.000,17.000,492.000,249.000,0.658,0.329,-12561124.000
18,1.000,18.000,490.000,244.000,0.695,0.347,-12692442.000
19,1.000,19.000,481.000,244.000,1.161,0.580,-12100547.000
20,1.000,20.000,481.000,244.000,0.000,0.000,-10784438.000
21,1.000,21.000,483.000,243.000,0.288,0.144,-13679060.000
22,1.000,22.000,483.000,243.000,0.000,0.000,-13943264.000
23,1.000,23.000,483.000,243.000,0.000,0.000,-14008292.000
24,1.000,24.000,483.000,243.000,0.000,0.000,-12957398.000
25,1.000,25.000,483.000,243.000,0.000,0.000,-13549794.000
26,1.000,26.000,483.000,243.000,0.000,0.000,-12101830.000
27,1.000,27.000,483.000,245.000,0.258,0.129,-11110584.000
28,1.000,28.000,483.000,247.000,0.258,0.129,-12096224.000
29,1.000,29.000,483.000,247.000,0.000,0.000,-11507658.000
30,1.000,30.000,483.000,247.000,0.000,0.000,-10714304.000
31,1.000,31.000,441.000,235.000,5.635,2.817,-12562139.000
32,2.000,1.000,414.000,277.000,-1.000,-1.000,-16316160.000
33,2.000,2.000,417.000,279.000,0.465,0.233,-16305920.000
34,2.000,3.000,417.000,280.000,0.129,0.064,-15059456.000
35,2.000,4.000,416.000,283.000,0.408,0.204,-11897600.000
36,2.000,5.000,402.000,277.000,1.965,0.982,-14468341.000
37,2.000,6.000,403.000,277.000,0.129,0.064,-12695016.000
38,2.000,7.000,410.000,275.000,0.939,0.470,-12432859.000
39,2.000,8.000,435.000,280.000,3.289,1.644,-13485033.000
40,2.000,9.000,444.000,291.000,1.833,0.917,-12431331.000
41,2.000,10.000,441.000,292.000,0.408,0.204,-11508454.000
42,2.000,11.000,434.000,280.000,1.792,0.896,-12430831.000
43,2.000,12.000,414.000,270.000,2.885,1.442,-13346523.000
44,2.000,13.000,388.000,263.000,3.473,1.737,-11641839.000
45,2.000,14.000,382.000,263.000,0.774,0.387,-10718922.000
46,2.000,15.000,408.000,262.000,3.356,1.678,-13616321.000
47,2.000,16.000,406.000,263.000,0.288,0.144,-12955589.000
48,2.000,17.000,433.000,287.000,4.660,2.330,-13223644.000
49,2.000,18.000,433.000,306.000,2.451,1.226,-13092836.000
50,2.000,19.000,414.000,305.000,2.454,1.227,-14208981.000
51,2.000,20.000,418.000,305.000,0.516,0.258,-12627922.000
52,2.000,21.000,427.000,281.000,3.307,1.653,-14010048.000
53,2.000,22.000,418.000,267.000,2.147,1.073,-12231894.000
54,2.000,23.000,418.000,254.000,1.677,0.838,-12890326.000
55,2.000,24.000,404.000,256.000,1.824,0.912,-9136313.000
56,2.000,25.000,430.000,286.000,5.121,2.561,-11379944.000
57,2.000,26.000,433.000,308.000,2.864,1.432,-13091027.000
58,2.000,27.000,413.000,308.000,2.580,1.290,-13352916.000
59,2.000,28.000,417.000,299.000,1.271,0.635,-11183295.000
60,2.000,29.000,442.000,304.000,3.289,1.644,-14273501.000
61,2.000,30.000,453.000,315.000,2.007,1.003,-13352154.000
62,2.000,31.000,453.000,326.000,1.419,0.710,-14208756.000
