 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1.000,1.000,635.000,30.000,-1.000,-1.000,-16776960.000
2,1.000,2.000,631.000,34.000,0.730,0.365,-16776703.000
3,1.000,3.000,621.000,33.000,1.296,0.648,-16776960.000
4,1.000,4.000,618.000,35.000,0.465,0.233,-16776704.000
5,1.000,5.000,617.000,41.000,0.785,0.392,-15655665.000
6,1.000,6.000,604.000,49.000,1.969,0.985,-15392483.000
7,1.000,7.000,604.000,52.000,0.387,0.194,-14471902.000
8,1.000,8.000,600.000,53.000,0.532,0.266,-11378869.000
9,1.000,9.000,574.000,62.000,3.549,1.775,-14996191.000
10,1.000,10.000,554.000,73.000,2.944,1.472,-14669278.000
11,1.000,11.000,554.000,74.000,0.129,0.064,-14143186.000
12,1.000,12.000,542.000,77.000,1.596,0.798,-14207965.000
13,1.000,13.000,522.000,76.000,2.583,1.292,-11181477.000
14,1.000,14.000,505.000,94.000,3.194,1.597,-14010337.000
15,1.000,15.000,496.000,96.000,1.189,0.595,-13945045.000
16,1.000,16.000,495.000,99.000,0.408,0.204,-13219517.000
17,1.000,17.000,476.000,114.000,3.123,1.561,-14273748.000
18,1.000,18.000,476.000,114.000,0.000,0.000,-13550027.000
19,1.000,19.000,459.000,126.000,2.684,1.342,-13483213.000
20,1.000,20.000,457.000,132.000,0.816,0.408,-14075352.000
21,1.000,21.000,450.000,140.000,1.371,0.686,-13551314.000
22,1.000,22.000,442.000,143.000,1.102,0.551,-13488077.000
23,1.000,23.000,438.000,143.000,0.516,0.258,-13482702.000
24,1.000,24.000,438.000,141.000,0.258,0.129,-13286863.000
25,1.000,25.000,438.000,141.000,0.000,0.000,-13944265.000
26,1.000,26.000,438.000,139.000,0.258,0.129,-13351619.000
27,1.000,27.000,438.000,138.000,0.129,0.064,-13811917.000
28,1.000,28.000,438.000,138.000,0.000,0.000,-12695756.000
29,1.000,29.000,429.000,153.000,2.257,1.128,-8612989.000
30,1.000,30.000,417.000,169.000,2.580,1.290,-13812946.000
31,1.000,31.000,417.000,174.000,0.645,0.322,-9401244.000
32,2.000,1.000,559.000,86.000,-1.000,-1.000,-16645632.000
33,2.000,2.000,554.000,86.000,0.645,0.322,-16183020.000
34,2.000,3.000,550.000,87.000,0.532,0.266,-14404792.000
35,2.000,4.000,549.000,92.000,0.658,0.329,-14999802.000
36,2.000,5.000,541.000,96.000,1.154,0.577,-15393782.000
37,2.000,6.000,515.000,88.000,3.509,1.755,-6115418.000
38,2.000,7.000,513.000,110.000,2.850,1.425,-4143145.000
39,2.000,8.000,495.000,94.000,3.107,1.553,-3286053.000
40,2.000,9.000,495.000,116.000,2.838,1.419,-11643078.000
41,2.000,10.000,477.000,116.000,2.322,1.161,-3485225.000
42,2.000,11.000,477.000,134.000,2.322,1.161,-4998226.000
43,2.000,12.000,461.000,126.000,2.308,1.154,-9472677.000
44,2.000,13.000,450.000,143.000,2.612,1.306,-6707563.000
45,2.000,14.000,434.000,153.000,2.434,1.217,-2562594.000
46,2.000,15.000,434.000,162.000,1.161,0.580,-7169142.000
47,2.000,16.000,432.000,171.000,1.189,0.595,-12958162.000
48,2.000,17.000,423.000,182.000,1.833,0.917,-12365020.000
49,2.000,18.000,423.000,202.000,2.580,1.290,-3482919.000
50,2.000,19.000,411.000,211.000,1.935,0.968,-5326150.000
51,2.000,20.000,419.000,227.000,2.308,1.154,-3680046.000
52,2.000,21.000,390.000,209.000,4.403,2.202,-7233669.000
53,2.000,22.000,392.000,213.000,0.577,0.288,-11379377.000
54,2.000,23.000,426.000,220.000,4.478,2.239,-13153748.000
55,2.000,24.000,396.000,205.000,4.327,2.163,-13614548.000
56,2.000,25.000,385.000,195.000,1.918,0.959,-6969976.000
57,2.000,26.000,414.000,211.000,4.273,2.136,-12956622.000
58,2.000,27.000,439.000,215.000,3.266,1.633,-4270904.000
59,2.000,28.000,454.000,214.000,1.939,0.970,-7888544.000
60,2.000,29.000,460.000,232.000,2.448,1.224,-6837635.000
61,2.000,30.000,465.000,237.000,0.912,0.456,-13089744.000
62,2.000,31.000,475.000,246.000,1.736,0.868,-4337478.000
