172 0
224 1000
218 2000
226 3001
227 4001
226 5002
230 6002
218 7003
213 8004
223 9005
227 10005
235 11005
235 12006
235 13006
235 14007
234 15007
233 16009
232 17009
232 18010
233 19010
232 20011
233 21011
232 22011
232 23012
232 24013
231 25014
230 26014
230 27015
217 28015
197 29016
213 30016
202 31017
220 32018
220 33018
229 34019
229 35019
229 36020
218 37020
221 38022
220 39022
223 40023
216 41023
223 42023
227 43024
228 44024
227 45025
228 46026
227 47027
228 48027
227 49028
227 50028
227 51028
226 52029
226 53030
227 54031
227 55031
226 56032
226 57032
226 58033
226 59033
226 60035
