 ,Angle,Length
1,-88.673,11.975
2,-88.673,11.975
3,-88.673,11.975
4,-88.673,11.975
5,-88.673,11.975
6,-89.778,11.910
7,-89.778,11.910
8,-89.778,11.910
9,-89.778,11.910
10,-89.778,11.910
11,-89.778,11.910
12,-89.778,11.910
13,-89.778,11.910
14,-89.778,11.910
15,-89.778,11.910
16,-89.778,11.910
17,-89.778,11.910
18,-89.778,11.910
19,-89.778,11.910
20,-89.778,11.910
21,-89.778,11.910
22,-89.778,11.910
23,-89.778,11.910
24,-89.778,11.910
25,-89.778,11.910
26,-89.778,11.910
27,-89.778,11.910
28,-89.778,11.910
29,-89.778,11.910
30,-89.778,11.910
31,-89.778,11.910
32,-89.778,11.910
