 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,265,197,-1.000,-1.000,-16776960
2,1,2,265,201,0.516,0.258,-14604012
3,1,3,266,196,0.658,0.329,-16774399
4,1,4,274,189,1.371,0.686,-16115402
5,1,5,277,191,0.465,0.233,-8745632
6,1,6,280,183,1.102,0.551,-12163018
7,1,7,285,183,0.645,0.323,-9795977
8,1,8,290,176,1.110,0.555,-9071753
9,1,9,292,170,0.816,0.408,-7097211
10,1,10,296,165,0.826,0.413,-7753571
11,1,11,308,152,2.282,1.141,-8478333
12,1,12,317,138,2.147,1.073,-2822696
13,1,13,331,124,2.554,1.277,-11181731
14,1,14,330,123,0.182,0.091,-11768474
15,1,15,337,119,1.040,0.520,-12295616
16,1,16,348,112,1.682,0.841,-6967653
17,1,17,357,105,1.471,0.735,-6901870
18,1,18,357,101,0.516,0.258,-4401236
19,1,19,374,87,2.841,1.420,-10786219
20,1,20,377,85,0.465,0.233,-10722981
21,1,21,374,82,0.547,0.274,-9403287
22,1,22,375,87,0.658,0.329,-12890815
23,1,23,381,81,1.095,0.547,-8481156
24,1,24,403,57,4.200,2.100,-12628174
25,1,25,415,54,1.596,0.798,-7691363
26,1,26,436,42,3.120,1.560,-4735090
27,1,27,444,39,1.102,0.551,-11115705
28,1,28,459,35,2.003,1.001,-13350373
29,1,29,464,32,0.752,0.376,-6903905
30,1,30,472,28,1.154,0.577,-11773116
31,1,31,481,24,1.271,0.635,-4996443
32,2,1,334,136,-1.000,-1.000,-16776704
33,2,2,337,136,0.387,0.194,-16776192
34,2,3,326,125,2.007,1.003,-16776704
35,2,4,330,113,1.632,0.816,-16110585
36,2,5,350,120,2.733,1.367,-11700443
37,2,6,348,112,1.064,0.532,-14078689
38,2,7,363,132,3.225,1.613,-14274289
39,2,8,369,118,1.965,0.982,-13740772
40,2,9,350,98,3.559,1.779,-14471137
41,2,10,378,95,3.633,1.816,-13152983
42,2,11,372,75,2.694,1.347,-14598625
43,2,12,383,64,2.007,1.003,-14077671
44,2,13,407,86,4.200,2.100,-13682161
45,2,14,389,61,3.974,1.987,-14007525
46,2,15,423,62,4.388,2.194,-11903455
47,2,16,411,47,2.478,1.239,-13549778
48,2,17,425,38,2.147,1.073,-14927104
49,2,18,433,32,1.290,0.645,-9726344
50,2,19,453,29,2.609,1.304,-12889824
51,2,20,427,29,3.354,1.677,-14143214
52,2,21,391,20,4.787,2.393,-13882334
53,2,22,456,57,9.648,4.824,-9926627
54,2,23,472,39,3.107,1.553,-14206685
55,2,24,482,22,2.544,1.272,-14342375
56,2,25,514,27,4.178,2.089,-12364758
57,2,26,530,9,3.107,1.553,-9661602
58,2,27,543,15,1.847,0.923,-12824028
59,2,28,529,5,2.219,1.110,-14997986
60,2,29,540,1,1.510,0.755,-14336723
61,2,30,550,1,1.290,0.645,-14404318
62,2,31,554,1,0.516,0.258,-14669279
