15 0
68 1000
62 2000
71 3001
63 4001
75 5002
65 6002
80 7003
67 8003
59 9004
70 10004
61 11004
73 12005
63 13005
74 14006
64 15007
78 16008
66 17008
75 18009
68 19009
60 20009
70 21010
62 22010
72 23011
64 24011
74 25012
65 26012
77 27014
66 28014
81 29015
66 30015
58 31015
69 32016
60 33016
71 34017
62 35017
74 36018
64 37018
77 38019
65 39020
79 40020
66 41021
62 42021
68 43022
60 44022
69 45023
61 46023
72 47024
63 48024
75 49025
63 50025
78 51026
66 52027
82 53027
67 54028
59 55028
69 56029
60 57029
70 58030
62 59030
74 60030
