18 0
131 1000
119 2000
136 3001
124 4001
143 5002
128 6002
149 7003
131 8003
155 9004
133 10005
160 11005
134 12006
149 13006
135 14007
122 15007
137 16008
124 17008
138 18010
125 19010
140 20011
126 21011
142 22011
127 23012
144 24012
128 25013
146 26014
129 27015
148 28015
130 29016
150 30016
130 31016
152 32017
132 33018
155 34019
132 35019
159 36020
133 37020
165 38021
135 39021
131 40022
136 41023
122 42023
137 43024
123 44024
139 45025
125 46025
141 47026
126 48026
143 49028
127 50028
144 51028
129 52029
147 53029
130 54030
148 55030
130 56032
150 57032
131 58033
153 59033
133 60034
