pas	01all
85	-0.0001500006765
86	-0.0003500003368
87	-0.000249998644
88	0.00004999898374
89	-0.0004499983042
90	-0.0001500006765
91	-0.0004499983042
92	-0.000249998644
93	-0.0003500003368
94	-0.0003500003368
95	-0.0003500003368
96	-0.00004999898374
97	-0.0001500006765
98	0.00004999898374
99	-0.000249998644
100	-0.0001500006765
101	0.0001500006765
102	0.00004999898374
103	-0.000249998644
104	-0.000249998644
105	-0.000249998644
106	-0.00004999898374
107	-0.000249998644
108	-0.000249998644
109	-0.000249998644
110	0.0001500006765
111	0.00004999898374
112	0.000249998644
113	0.000249998644
114	-0.00004999898374
115	-0.0001500006765
116	0.0001500006765
117	0.0001500006765
118	0.00004999898374
119	0.00004999898374
120	0.00004999898374
121	0.0004500020295
122	0.0001500006765
123	0.000249998644
124	0.00004999898374
125	0.000249998644
126	0.00004999898374
127	0.0003500003368
128	0.00004999898374
129	-0.0003500003368
130	-0.0009499993175
131	-0.0003500003368
132	-0.0004499983042
133	-0.00004999898374
134	-0.000549999997
135	-0.0003500003368
136	-0.000549999997
137	-0.0001500006765
138	-0.0003500003368
139	-0.000249998644
140	-0.00004999898374
141	-0.0001500006765
142	0.0004500020295
143	-0.0001500006765
144	-0.0004499983042
145	-0.000249998644
146	0.00004999898374
147	-0.000249998644
148	-0.0001500006765
1	-0.0001499988139
2	-0.0002500005066
3	-0.0000499971211
4	0.00005000084639
5	0.0004500001669
6	-0.0003499984741
7	-0.0005499981344
8	-0.0002500005066
9	0.00005000084639
10	-0.0002500005066
11	0.0001500025392
12	0.00005000084639
13	0.00005000084639
14	-0.0002500005066
15	-0.0002500005066
16	0.00005000084639
17	-0.0000499971211
18	0.0003500021994
19	0.0003500021994
20	0.0005500018597
21	0.0003500021994
22	0.0004500001669
23	-0.0001499988139
24	-0.0000499971211
25	-0.0001499988139
26	-0.0000499971211
27	0.0001500025392
28	-0.0000499971211
29	-0.0003499984741
30	0.0002500005066
31	0.0001500025392
32	0.00005000084639
33	0.0001500025392
34	-0.0000499971211
35	0.0002500005066
36	0.0003500021994
37	0.0003500021994
38	0.0002500005066
39	-0.0000499971211
40	0.0001500025392
41	0.0003500021994
42	0.0003500021994
43	0.0002500005066
44	0.0001500025392
45	0.0002500005066
46	-0.0001499988139
47	-0.0000499971211
48	0.0002500005066
49	0.0001500025392
50	0.0001500025392
51	0.0002500005066
52	0.0001500025392
53	0.00005000084639
54	0.0002500005066
55	0.0001500025392
56	-0.0002500005066
57	0.00005000084639
58	0.0002500005066
59	0.0003500021994
60	0.0002500005066
61	0.0003500021994
62	0.0001500025392
63	0.0005500018597
64	0.0002500005066
65	0.0006499998271
66	0.0003500021994
67	0.00005000084639
68	-0.0001499988139
69	-0.0000499971211
70	-0.0002500005066
71	0.00005000084639
72	-0.0002500005066
73	-0.0005499981344
74	0.0002500005066
75	0.0004500001669
76	0.0001500025392
77	-0.0002500005066
78	0.0002500005066
79	0.0002500005066
80	0.0004500001669
81	0.0003500021994
82	0.0002500005066
83	0.0003500021994
84	0.0001500025392
85	0.00005000084639
86	-0.0000499971211
87	0.0003500021994
88	0.0003500021994
89	0.00005000084639
90	0.0001500025392
91	-0.0001499988139
92	-0.0002500005066
93	-0.0000499971211
94	-0.0000499971211
95	0.00005000084639
96	-0.0000499971211
97	0.0004500001669
98	-0.0000499971211
99	0.0001500025392
100	0.0003500021994
101	0.0007500015199
102	0.0002500005066
103	0.0002500005066
104	0.00005000084639
105	0.0002500005066
106	0.0005500018597
107	0.0001500025392
108	0.00005000084639
109	0.00005000084639
110	0.0002500005066
111	0.0002500005066
112	0.0004500001669
113	0.0002500005066
114	0.00005000084639
115	0.0002500005066
116	0.0005500018597
117	0.0003500021994
118	0.0006499998271
119	0.0005500018597
120	0.0002500005066
121	0.0006499998271
122	0.0008499994874
123	0.0006499998271
124	0.0006499998271
125	0.0005500018597
126	0.0003500021994
127	0.0006499998271
128	0.0002500005066
129	0.0002500005066
130	-0.0007499977946
131	0.0002500005066
132	0.00005000084639
133	0.0003500021994
134	0.0001500025392
135	0.0006499998271
136	0.0008499994874
137	0.0003500021994
138	0.0007500015199
139	0.0004500001669
140	0.0004500001669
141	0.0003500021994
142	0.0003500021994
143	0.0007500015199
144	-0.0001499988139
145	0.0005500018597
146	0.0004500001669
147	0.0005500018597
148	0.0002500005066
1	0
2	0.00009999796748
3	0.0001999996603
4	0.0005000010133
5	0.00009999796748
6	0.0005999989808
7	0.0005000010133
8	0
9	0.0003999993205
10	0.0003999993205
11	0.00009999796748
12	-0.0001999996603
13	0.000300001353
14	0.0003999993205
15	0
16	0.000300001353
17	0.0003999993205
18	0.0003999993205
19	0.0003999993205
20	0.0001999996603
21	0.0003999993205
22	0.000799998641
23	0.0005000010133
24	0.0005000010133
25	0.000300001353
26	0.0005999989808
27	0.0005999989808
28	0.000300001353
29	-0.0001999996603
30	0.0003999993205
31	0.00009999796748
32	0.000300001353
33	0.0009999983013
34	0.0001999996603
35	0.0005000010133
36	0.0003999993205
37	0.0003999993205
38	0.000300001353
39	0
40	0.0001999996603
41	0.0003999993205
42	0.0005999989808
43	0.0007000006735
44	0.0001999996603
45	0.0005999989808
46	0.0003999993205
47	0.0001999996603
48	0.0005999989808
49	0.0003999993205
50	0.000300001353
51	0.0005000010133
52	0.0001999996603
53	0.000300001353
54	0.000300001353
55	0.0001999996603
56	0.00009999796748
57	0.0005000010133
58	0.0003999993205
59	0.0005999989808
60	0.0003999993205
61	0.0005000010133
62	0.0005000010133
63	0.0009999983013
64	0.0003999993205
65	0.0005999989808
66	0.0001999996603
67	0.0007000006735
68	0.000799998641
69	0.0005999989808
70	0.0007000006735
71	0.0003999993205
72	-0.0001000016928
73	-0.000300001353
74	0.00009999796748
75	0.0007000006735
76	0.00009999796748
77	0
78	0.0005999989808
79	0.0001999996603
80	0.0003999993205
81	0.000300001353
82	0.0003999993205
83	0.0003999993205
84	0.0005000010133
85	0.0005000010133
86	0.000300001353
87	0.0005000010133
88	0.0009999983013
89	0.0003999993205
90	0.0007000006735
91	0.0005000010133
92	0.0007000006735
93	0.0007000006735
94	0.0005999989808
95	0.0007000006735
96	0.0005999989808
97	0.0005999989808
98	0.0005000010133
99	0.0005000010133
100	0.0005000010133
101	0.0007000006735
102	0.0009999983013
103	0.000799998641
104	0.0007000006735
105	0.001299999654
106	0.001099999994
107	0.0009999983013
108	0.001099999994
109	0.0009999983013
110	0.0009000003338
111	0.001099999994
112	0.0009999983013
113	0.0009000003338
114	0.001099999994
115	0.000799998641
116	0.001099999994
117	0.001299999654
118	0.001499999315
119	0.001299999654
120	0.001299999654
121	0.001699998975
122	0.001699998975
123	0.001800000668
124	0.001699998975
125	0.001199997962
126	0.001899998635
127	0.001299999654
128	0.001400001347
129	0.001299999654
130	0.0007000006735
131	0.001499999315
132	0.001600001007
133	0.002500001341
134	0.002900000662
135	0.002199999988
136	0.003100000322
137	0.004200000316
138	0.004099998623
139	0.001800000668
140	0.002500001341
141	0.004999998957
142	0.004200000316
143	0.004900000989
144	0.00530000031
145	0.004000000656
146	0.00530000031
147	0.007199998945
148	0.006400000304
1	0.0001000016928
2	0.0001000016928
3	0.0001000016928
4	0
5	0.000300001353
6	0.0007000006735
7	0.0001000016928
8	0
9	0
10	0.000300001353
11	0
12	0.000300001353
13	0.000300001353
14	0.0001999996603
15	0.0001000016928
16	0.0001999996603
17	0.0005999989808
18	0.0008000023663
19	0.0007000006735
20	0.0001000016928
21	0.0005000010133
22	0.001000002027
23	0.000300001353
24	0.0003999993205
25	0.0005000010133
26	0.001200001687
27	0.0005999989808
28	0.0005999989808
29	0.0001000016928
30	0.0005000010133
31	0.0009000003338
32	0.001200001687
33	0.001000002027
34	0.001000002027
35	0.001600001007
36	0.001099999994
37	0.001099999994
38	0.0007000006735
39	0.0001999996603
40	0.0005999989808
41	0.001299999654
42	0.0008000023663
43	0.0005000010133
44	0.0005000010133
45	0.0008000023663
46	0.000300001353
47	0.0007000006735
48	0.0003999993205
49	0.0003999993205
50	0.0005000010133
51	0.0005000010133
52	0.0007000006735
53	0.0005000010133
54	0.000300001353
55	0.0001999996603
56	0.0007000006735
57	0.000300001353
58	0.0003999993205
59	0.0007000006735
60	0.0003999993205
61	0.0005999989808
62	0.0008000023663
63	0.001499999315
64	0.0005000010133
65	0.0007000006735
66	0.0009000003338
67	0.0005000010133
68	0.001200001687
69	0.001000002027
70	0.001099999994
71	0.0008000023663
72	0.0008000023663
73	0.0007000006735
74	0.001200001687
75	0.001200001687
76	0.001400001347
77	0.0005000010133
78	0.0007000006735
79	0.001200001687
80	0.0008000023663
81	0.001400001347
82	0.0008000023663
83	0.001000002027
84	0.0005000010133
85	0.0008000023663
86	0.0005999989808
87	0.001200001687
88	0.001800000668
89	0.0005999989808
90	0.0009000003338
91	0.0007000006735
92	0.0008000023663
93	0.001200001687
94	0.0009000003338
95	0.0009000003338
96	0.0008000023663
97	0.001400001347
98	0.0005999989808
99	0.0005000010133
100	0.0007000006735
101	0.001200001687
102	0.0005000010133
103	0.001099999994
104	0.0007000006735
105	0.001299999654
106	0.001499999315
107	0.0009000003338
108	0.001400001347
109	0.001400001347
110	0.002300001681
111	0.001400001347
112	0.001600001007
113	0.001400001347
114	0.0007000006735
115	0.001099999994
116	0.001099999994
117	0.001600001007
118	0.001499999315
119	0.001000002027
120	0.001400001347
121	0.001800000668
122	0.001200001687
123	0.001400001347
124	0.001299999654
125	0.001200001687
126	0.00190000236
127	0.001099999994
128	0.001099999994
129	0.001699998975
130	-0.00009999796748
131	0.001099999994
132	0.0008000023663
133	0.001000002027
134	0.0003999993205
135	0.001099999994
136	0.0008000023663
137	0.0007000006735
138	0.0008000023663
139	0.001400001347
140	0.001200001687
141	0.001600001007
142	0.001499999315
143	0.001699998975
144	0.0005999989808
145	0.001099999994
146	0.001299999654
147	0.00190000236
148	0.001699998975
1	-0.0002000015229
2	-0.0002999994904
3	-0.0006000008434
4	-0.0004000011832
5	-0.0002999994904
6	-0.0002999994904
7	-0.0002000015229
8	-0.0005000028759
9	-0.0002000015229
10	-0.00009999983013
11	-0.0004000011832
12	-0.00009999983013
13	-0.00009999983013
14	-0.00009999983013
15	-0.000000001862645149
16	0.00009999983013
17	0.0001999977976
18	0.00009999983013
19	-0.00009999983013
20	0.00009999983013
21	-0.00009999983013
22	0.0001999977976
23	-0.0002999994904
24	0.00009999983013
25	0.0001999977976
26	0.00009999983013
27	-0.000000001862645149
28	0.00009999983013
29	-0.0002000015229
30	0.0003999974579
31	0.0005999971181
32	0.0005999971181
33	0.0002999994904
34	-0.00009999983013
35	0.0004999991506
36	0.0003999974579
37	0.0003999974579
38	0.0001999977976
39	-0.0005000028759
40	-0.00009999983013
41	0.00009999983013
42	0.0001999977976
43	-0.00009999983013
44	-0.000000001862645149
45	0.0003999974579
46	-0.000000001862645149
47	0.0002999994904
48	0.0002999994904
49	0.0001999977976
50	-0.00009999983013
51	0.00009999983013
52	-0.000000001862645149
53	0.0004999991506
54	0.00009999983013
55	-0.000000001862645149
56	0.00009999983013
57	0.0001999977976
58	-0.000000001862645149
59	0.00009999983013
60	0.00009999983013
61	0.00009999983013
62	0.0006999988109
63	0.0002999994904
64	-0.00009999983013
65	-0.0004000011832
66	-0.0004000011832
67	-0.000000001862645149
68	0.00009999983013
69	0.0001999977976
70	0.0002999994904
71	0.0003999974579
72	-0.000000001862645149
73	-0.0002999994904
74	0.0003999974579
75	0.0002999994904
76	0.0001999977976
77	-0.000000001862645149
78	-0.00009999983013
79	0.0002999994904
80	-0.00009999983013
81	-0.00009999983013
82	-0.0002999994904
83	-0.000000001862645149
84	-0.0002999994904
85	-0.0002000015229
86	-0.00009999983013
87	-0.00009999983013
88	0.0005999971181
89	-0.000000001862645149
90	0.0003999974579
91	0.0001999977976
92	0.0001999977976
93	-0.000000001862645149
94	-0.000000001862645149
95	0.0001999977976
96	0.0002999994904
97	0.0003999974579
98	-0.000000001862645149
99	0.00009999983013
100	-0.000000001862645149
101	0.00009999983013
102	-0.000000001862645149
103	0.00009999983013
104	0.0001999977976
105	0.0002999994904
106	0.0001999977976
107	0.0004999991506
108	0.0005999971181
109	0.0006999988109
110	0.0008999984711
111	0.0005999971181
112	0.0008000005037
113	0.0006999988109
114	0.0001999977976
115	0.0001999977976
116	0.00009999983013
117	0.0002999994904
118	0.0003999974579
119	0.0001999977976
120	0.0002999994904
121	0.0008000005037
122	0.0005999971181
123	0.0005999971181
124	0.0005999971181
125	0.0004999991506
126	0.0002999994904
127	0.0003999974579
128	0.0003999974579
129	0.0004999991506
130	-0.0004000011832
131	0.00009999983013
132	0.0002999994904
133	0.0002999994904
134	-0.0002999994904
135	-0.0002000015229
136	-0.00009999983013
137	-0.00009999983013
138	0.00009999983013
139	0.0001999977976
140	0.00009999983013
141	0.0003999974579
142	0.0006999988109
143	0.0002999994904
144	-0.00009999983013
145	0.00009999983013
146	0.00009999983013
147	0.0008000005037
148	0.0005999971181
1	-0.0008000005037
2	0.0001999977976
3	0.01380000077
4	0.09119999968
5	0.0001999977976
6	0.0001999977976
7	0.0002999994904
8	0.0004999991506
9	0.0001999977976
10	0.00009999983013
11	0.0004999991506
12	0.0004999991506
13	-0.000000001862645149
14	0.0002999994904
15	0.0002999994904
16	0.0005999971181
17	0.0004999991506
18	0.0006999988109
19	0.0003999974579
20	0.0004999991506
21	0.0005999971181
22	0.0004999991506
23	0.00009999983013
24	0.0001999977976
25	0.0001999977976
26	0.0001999977976
27	0.0001999977976
28	0.0001999977976
29	-0.0002000015229
30	0.0005999971181
31	0.0003999974579
32	0.0004999991506
33	0.0003999974579
34	0.0002999994904
35	0.0002999994904
36	0.0005999971181
37	0.0005999971181
38	0.0002999994904
39	0.00009999983013
40	0.00009999983013
41	0.0004999991506
42	0.00009999983013
43	0.0003999974579
44	0.0002999994904
45	0.0003999974579
46	0.0002999994904
47	0.0004999991506
48	0.0005999971181
49	0.0004999991506
50	0.0005999971181
51	0.0005999971181
52	0.0006999988109
53	0.0005999971181
54	0.0005999971181
55	0.0002999994904
56	0.0002999994904
57	0.0008000005037
58	0.0003999974579
59	0.0004999991506
60	0.0004999991506
61	0.0008000005037
62	0.001000000164
63	0.0008999984711
64	0.0005999971181
65	0.0004999991506
66	-0.00009999983013
67	0.0001999977976
68	-0.000000001862645149
69	0.0002999994904
70	0.00009999983013
71	0.0002999994904
72	0.00009999983013
73	-0.0002999994904
74	0.0004999991506
75	0.0003999974579
76	-0.00009999983013
77	-0.0002000015229
78	0.00009999983013
79	0.0001999977976
80	0.0002999994904
81	0.00009999983013
82	0.0003999974579
83	0.0003999974579
84	0.0001999977976
85	-0.000000001862645149
86	0.0001999977976
87	0.0002999994904
88	0.0008000005037
89	0.0003999974579
90	0.0003999974579
91	0.0003999974579
92	0.0004999991506
93	0.0002999994904
94	0.0003999974579
95	0.0003999974579
96	0.0002999994904
97	0.0005999971181
98	0.0003999974579
99	0.0003999974579
100	0.0008000005037
101	0.0008000005037
102	0.0002999994904
103	0.0003999974579
104	0.0008000005037
105	0.0005999971181
106	0.0005999971181
107	0.0002999994904
108	0.0003999974579
109	0.0002999994904
110	0.0005999971181
111	0.0005999971181
112	0.0008000005037
113	0.0005999971181
114	0.0002999994904
115	0.0002999994904
116	0.0003999974579
117	0.0002999994904
118	0.0004999991506
119	0.0006999988109
120	0.0003999974579
121	0.0006999988109
122	0.0006999988109
123	0.0008000005037
124	0.0004999991506
125	0.0004999991506
126	0.0003999974579
127	0.0006999988109
128	0.0005999971181
129	0.0002999994904
130	-0.0005000028759
131	0.0002999994904
132	0.0006999988109
133	0.0005999971181
134	0.0004999991506
135	0.0004999991506
136	0.0004999991506
137	0.0003999974579
138	0.0006999988109
139	0.0005999971181
140	0.0004999991506
141	0.0004999991506
142	0.0008000005037
143	0.0005999971181
144	-0.000000001862645149
145	0.0008999984711
146	0.0002999994904
147	0.0003999974579
148	0.0002999994904
