40
43 0
56 1000
56 2000
57 3001
56 4001
57 5002
57 6002
58 7003
57 8003
57 9004
55 10004
57 11004
58 12005
57 13005
58 14006
57 15007
58 16008
58 17008
59 18009
57 19009
57 20009
57 21010
57 22010
58 23011
57 24011
58 25012
57 26012
58 27014
58 28014
59 29015
58 30015
58 31015
58 32016
57 33016
58 34017
57 35017
58 36018
58 37018
58 38019
56 39020
59 40020
57 41021
57 42021
58 43022
57 44022
58 45023
58 46023
58 47024
58 48024
58 49025
58 50025
58 51026
56 52027
58 53027
57 54028
57 55028
58 56029
57 57029
58 58030
57 59030
58 60030
