67 0
80 1000
80 2000
79 3001
80 4001
78 5002
80 6002
82 7003
81 8003
81 9004
81 10004
80 11004
81 12005
81 13005
81 14006
80 15007
81 16008
80 17008
82 18009
81 19009
80 20009
81 21010
80 22010
80 23011
80 24011
81 25012
80 26012
81 27014
80 28014
81 29015
80 30015
80 31015
80 32016
80 33016
80 34017
80 35017
80 36018
80 37018
80 38019
80 39020
81 40020
80 41021
79 42021
80 43022
75 44022
79 45023
77 46023
75 47024
69 48024
72 49025
72 50025
69 51026
68 52027
69 53027
71 54028
69 55028
69 56029
71 57029
77 58030
76 59030
79 60030
