14 0
21 1000
20 2000
21 3001
21 4001
22 5002
21 6002
22 7003
21 8003
21 9004
21 10004
21 11004
21 12005
20 13005
22 14006
21 15007
21 16008
21 17008
19 18009
20 19009
18 20009
20 21010
20 22010
21 23011
21 24011
22 25012
20 26012
21 27013
21 28014
23 29015
21 30015
21 31015
21 32016
21 33016
22 34017
21 35017
22 36018
21 37018
22 38019
22 39019
22 40020
21 41021
21 42021
21 43022
20 44022
22 45023
22 46023
22 47024
21 48024
22 49025
21 50025
22 51025
21 52027
24 53027
22 54028
19 55028
21 56029
20 57029
21 58030
20 59030
22 60030
