40 0
113 1000
107 2000
116 3001
109 4001
120 5002
112 6002
121 7003
111 8003
125 9004
113 10005
127 11005
114 12006
120 13006
113 14007
103 15007
115 16008
106 17008
116 18010
108 19010
118 20011
106 21011
117 22011
108 23012
120 24012
112 25013
122 26014
110 27015
121 28015
111 29016
122 30016
112 31016
125 32017
112 33018
125 34019
113 35019
128 36020
113 37020
126 38021
114 39021
105 40022
115 41023
106 42023
117 43024
109 44024
119 45025
109 46025
119 47026
111 48026
122 49028
112 50028
121 51028
111 52029
122 53029
114 54030
124 55030
112 56032
124 57032
112 58033
124 59033
114 60034
