62 0
250 1000
228 2000
254 3001
232 4001
262 5002
238 6002
271 7003
241 8003
277 9004
242 10005
284 11005
245 12006
288 13006
248 14007
227 15007
250 16008
227 17008
253 18010
230 19010
256 20011
232 21011
257 22011
232 23012
260 24012
234 25014
264 26014
236 27015
266 28015
237 29016
269 30016
239 31016
273 32017
241 33018
276 34019
243 35019
282 36020
244 37020
292 38021
248 39021
248 40022
250 41023
228 42023
252 43024
230 44024
255 45025
233 46025
259 47026
233 48027
259 49028
234 50028
264 51028
237 52029
266 53029
238 54030
269 55030
240 56032
274 57032
243 58033
277 59033
243 60034
