 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,376,420,-1.000,-1.000,-16315386
2,1,2,378,410,1.316,0.658,-16776438
3,1,3,391,394,2.659,1.330,-15063788
4,1,4,391,382,1.548,0.774,-10255550
5,1,5,376,382,1.935,0.968,-13221825
6,1,6,376,379,0.387,0.194,-14603725
7,1,7,376,363,2.064,1.032,-15260378
8,1,8,370,374,1.616,0.808,-14799568
9,1,9,370,370,0.516,0.258,-15061469
10,1,10,356,372,1.824,0.912,-14668768
11,1,11,344,361,2.100,1.050,-13157839
12,1,12,343,358,0.408,0.204,-13743315
13,1,13,325,357,2.326,1.163,-10064834
14,1,14,325,348,1.161,0.581,-13091280
15,1,15,325,340,1.032,0.516,-14341594
16,1,16,303,332,3.020,1.510,-13285850
17,1,17,316,325,1.905,0.952,-12825273
18,1,18,296,312,3.077,1.539,-13021886
19,1,19,305,289,3.186,1.593,-13288404
20,1,20,307,275,1.824,0.912,-13156058
21,1,21,320,268,1.905,0.952,-13483205
22,1,22,320,268,0.000,0.000,-11970000
23,1,23,320,267,0.129,0.065,-8547979
24,1,24,327,245,2.978,1.489,-13552364
25,1,25,327,234,1.419,0.710,-14667990
26,1,26,336,216,2.596,1.298,-13615821
27,1,27,351,216,1.935,0.968,-14208479
28,1,28,378,230,3.923,1.962,-14271700
29,1,29,400,250,3.835,1.918,-14073060
30,1,30,411,266,2.505,1.252,-12627959
31,1,31,438,258,3.633,1.816,-15193323
32,2,1,385,405,-1.000,-1.000,-16777216
33,2,2,385,405,0.000,0.000,-16777212
34,2,3,388,377,3.633,1.816,-16776192
35,2,4,388,377,0.000,0.000,-16773631
36,2,5,382,363,1.965,0.982,-15390699
37,2,6,359,358,3.036,1.518,-14207714
38,2,7,370,361,1.471,0.735,-14932451
39,2,8,306,290,12.331,6.165,-14405849
40,2,9,291,271,3.123,1.561,-14866147
41,2,10,276,268,1.973,0.987,-14601948
42,2,11,280,259,1.271,0.635,-12164509
43,2,12,310,248,4.122,2.061,-14998243
44,2,13,335,241,3.349,1.675,-14661594
45,2,14,326,215,3.549,1.775,-13813459
46,2,15,339,218,1.721,0.861,-15324909
47,2,16,339,218,0.000,0.000,-15128541
48,2,17,361,213,2.910,1.455,-13415663
49,2,18,364,193,2.609,1.304,-15064806
50,2,19,364,174,2.451,1.226,-14143210
51,2,20,359,146,3.669,1.835,-14075871
52,2,21,386,187,6.333,3.166,-15193574
53,2,22,411,169,3.974,1.987,-10912977
54,2,23,422,188,2.832,1.416,-15129832
55,2,24,407,225,5.150,2.575,-14407389
56,2,25,406,250,3.228,1.614,-15064290
57,2,26,435,260,3.957,1.979,-14339292
58,2,27,449,265,1.918,0.959,-15259616
59,2,28,476,309,6.659,3.330,-14602474
60,2,29,480,339,3.904,1.952,-15523299
61,2,30,490,358,2.770,1.385,-15324392
62,2,31,493,377,2.481,1.241,-14672102
