 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,336,193,-1.000,-1.000,-16776704
2,1,2,337,214,2.712,1.356,-16776704
3,1,3,329,211,1.102,0.551,-16578559
4,1,4,332,212,0.408,0.204,-15327978
5,1,5,325,214,0.939,0.470,-14143463
6,1,6,325,204,1.290,0.645,-14274010
7,1,7,318,217,1.905,0.952,-12759744
8,1,8,332,200,2.841,1.420,-14470100
9,1,9,329,215,1.973,0.987,-14142686
10,1,10,324,217,0.695,0.347,-14274271
11,1,11,323,228,1.425,0.712,-14666709
12,1,12,308,234,2.084,1.042,-13484496
13,1,13,296,246,2.189,1.095,-13154516
14,1,14,295,250,0.532,0.266,-14995164
15,1,15,298,250,0.387,0.194,-13545934
16,1,16,294,245,0.826,0.413,-13615577
17,1,17,292,249,0.577,0.288,-13680844
18,1,18,295,248,0.408,0.204,-12893638
19,1,19,295,250,0.258,0.129,-14275037
20,1,20,300,247,0.752,0.376,-13813451
21,1,21,293,247,0.903,0.452,-12430795
22,1,22,295,249,0.365,0.182,-13746904
23,1,23,301,242,1.189,0.595,-14472149
24,1,24,306,238,0.826,0.413,-14402783
25,1,25,292,251,2.465,1.232,-13416912
26,1,26,292,244,0.903,0.452,-13877974
27,1,27,296,247,0.645,0.323,-14140884
28,1,28,304,245,1.064,0.532,-14536669
29,1,29,305,242,0.408,0.204,-14471137
30,1,30,307,239,0.465,0.233,-13813459
31,1,31,312,245,1.008,0.504,-13813712
32,2,1,323,295,-1.000,-1.000,-16776703
33,2,2,309,301,1.965,0.982,-16708864
34,2,3,305,301,0.516,0.258,-16774912
35,2,4,297,297,1.154,0.577,-14473450
36,2,5,314,308,2.612,1.306,-13156809
37,2,6,317,312,0.645,0.323,-13814740
38,2,7,310,315,0.982,0.491,-14274261
39,2,8,320,310,1.442,0.721,-14470876
40,2,9,315,312,0.695,0.347,-13944285
41,2,10,317,319,0.939,0.470,-14734814
42,2,11,312,319,0.645,0.323,-14340303
43,2,12,311,313,0.785,0.392,-14405334
44,2,13,307,320,1.040,0.520,-14274269
45,2,14,322,323,1.973,0.987,-14602977
46,2,15,323,333,1.296,0.648,-14143451
47,2,16,328,318,2.040,1.020,-14668506
48,2,17,338,317,1.296,0.648,-14602464
49,2,18,337,332,1.939,0.970,-13746906
50,2,19,345,330,1.064,0.532,-14012632
51,2,20,332,327,1.721,0.861,-14932193
52,2,21,344,324,1.596,0.798,-14274513
53,2,22,362,309,3.023,1.511,-14209751
54,2,23,346,311,2.080,1.040,-14734301
55,2,24,351,286,3.289,1.644,-14338774
56,2,25,353,272,1.824,0.912,-14931940
57,2,26,330,312,5.952,2.976,-14142165
58,2,27,297,318,4.327,2.163,-14604255
59,2,28,285,301,2.684,1.342,-14273497
60,2,29,278,280,2.856,1.428,-14139855
61,2,30,278,265,1.935,0.968,-13547726
62,2,31,249,278,4.100,2.050,-12625335
