 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,635,35,-1.000,-1.000,-16777214
2,1,2,634,36,0.182,0.091,-16776704
3,1,3,616,44,2.541,1.271,-16711421
4,1,4,618,43,0.288,0.144,-16776704
5,1,5,621,43,0.387,0.194,-15326439
6,1,6,604,53,2.544,1.272,-15327462
7,1,7,598,55,0.816,0.408,-14471137
8,1,8,584,56,1.811,0.905,-13613754
9,1,9,577,58,0.939,0.470,-14863829
10,1,10,565,68,2.015,1.008,-12826312
11,1,11,553,73,1.677,0.839,-14406876
12,1,12,540,71,1.697,0.848,-14076120
13,1,13,529,81,1.918,0.959,-14209497
14,1,14,503,89,3.509,1.755,-14207437
15,1,15,503,94,0.645,0.323,-12761808
16,1,16,492,98,1.510,0.755,-13811650
17,1,17,473,117,3.466,1.733,-13946579
18,1,18,475,110,0.939,0.470,-13417915
19,1,19,460,123,2.561,1.280,-13550028
20,1,20,459,128,0.658,0.329,-13484494
21,1,21,435,137,3.307,1.653,-12298933
22,1,22,438,139,0.465,0.233,-12958409
23,1,23,438,138,0.129,0.065,-13418188
24,1,24,438,136,0.258,0.129,-10982052
25,1,25,434,139,0.645,0.323,-12167856
26,1,26,439,140,0.658,0.329,-14008782
27,1,27,439,135,0.645,0.323,-8547953
28,1,28,429,142,1.575,0.787,-9929354
29,1,29,405,166,4.378,2.189,-11434165
30,1,30,402,178,1.596,0.798,-9997467
31,1,31,396,191,1.847,0.923,-10785703
32,2,1,558,79,-1.000,-1.000,-16711421
33,2,2,554,85,0.930,0.465,-16447475
34,2,3,557,81,0.645,0.323,-16644854
35,2,4,545,94,2.282,1.141,-11445906
36,2,5,531,89,1.918,0.959,-12825299
37,2,6,516,90,1.939,0.970,-6247256
38,2,7,512,103,1.755,0.877,-9404317
39,2,8,501,97,1.616,0.808,-7759741
40,2,9,493,108,1.755,0.877,-12432566
41,2,10,481,117,1.935,0.968,-8879523
42,2,11,476,130,1.797,0.898,-9602214
43,2,12,465,127,1.471,0.735,-12497348
44,2,13,446,138,2.832,1.416,-3812394
45,2,14,442,153,2.003,1.001,-12038842
46,2,15,430,153,1.548,0.774,-11970493
47,2,16,424,167,1.965,0.982,-11048888
48,2,17,428,184,2.253,1.126,-13681621
49,2,18,429,195,1.425,0.712,-13484492
50,2,19,411,204,2.596,1.298,-12694990
51,2,20,420,220,2.368,1.184,-10721212
52,2,21,387,212,4.380,2.190,-12562889
53,2,22,402,212,1.935,0.968,-13812429
54,2,23,428,215,3.376,1.688,-13353937
55,2,24,395,206,4.412,2.206,-14011351
56,2,25,380,203,1.973,0.987,-11311284
57,2,26,414,207,4.416,2.208,-14009549
58,2,27,436,208,2.841,1.420,-12892114
59,2,28,450,218,2.219,1.110,-10390711
60,2,29,457,237,2.612,1.306,-5849696
61,2,30,466,242,1.328,0.664,-6441579
62,2,31,473,243,0.912,0.456,-10060473
