 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,633,29,-1.000,-1.000,-16777212
2,1,2,633,29,0.000,0.000,-16776703
3,1,3,616,42,2.761,1.380,-16777214
4,1,4,625,49,1.471,0.735,-16775936
5,1,5,626,51,0.288,0.144,-15653117
6,1,6,604,60,3.066,1.533,-15719914
7,1,7,604,60,0.000,0.000,-14602975
8,1,8,588,69,2.368,1.184,-14536155
9,1,9,576,69,1.548,0.774,-14275039
10,1,10,562,78,2.147,1.073,-14668508
11,1,11,549,82,1.755,0.877,-13944265
12,1,12,549,82,0.000,0.000,-14602715
13,1,13,533,88,2.204,1.102,-14407130
14,1,14,509,99,3.406,1.703,-14142164
15,1,15,503,103,0.930,0.465,-13418703
16,1,16,494,104,1.168,0.584,-13813712
17,1,17,484,121,2.544,1.272,-14076131
18,1,18,480,122,0.532,0.266,-13813720
19,1,19,469,130,1.755,0.877,-13813721
20,1,20,460,142,1.935,0.968,-13812178
21,1,21,446,151,2.147,1.073,-13945045
22,1,22,446,150,0.129,0.065,-13616844
23,1,23,446,147,0.387,0.194,-14274008
24,1,24,446,146,0.129,0.065,-14011097
25,1,25,446,146,0.000,0.000,-14141921
26,1,26,451,146,0.645,0.323,-13879252
27,1,27,451,145,0.129,0.065,-13747674
28,1,28,451,144,0.129,0.065,-12562883
29,1,29,431,163,3.559,1.779,-13481683
30,1,30,418,182,2.970,1.485,-13091025
31,1,31,400,188,2.448,1.224,-6180968
32,2,1,565,74,-1.000,-1.000,-16316665
33,2,2,559,87,1.847,0.923,-16777216
34,2,3,559,87,0.000,0.000,-16776699
35,2,4,559,87,0.000,0.000,-15327711
36,2,5,544,89,1.952,0.976,-13352648
37,2,6,527,89,2.193,1.097,-13879240
38,2,7,522,89,0.645,0.323,-13421512
39,2,8,504,96,2.491,1.246,-11838416
40,2,9,496,108,1.860,0.930,-12694200
41,2,10,482,108,1.806,0.903,-12822728
42,2,11,482,134,3.354,1.677,-10591170
43,2,12,473,127,1.471,0.735,-13415872
44,2,13,460,138,2.197,1.098,-12433340
45,2,14,442,154,3.107,1.553,-11840708
46,2,15,432,159,1.442,0.721,-10259385
47,2,16,432,171,1.548,0.774,-12958162
48,2,17,425,177,1.189,0.595,-11971517
49,2,18,426,191,1.811,0.905,-12892608
50,2,19,428,196,0.695,0.347,-13417420
51,2,20,420,213,2.424,1.212,-13482435
52,2,21,403,213,2.193,1.097,-13283766
53,2,22,395,206,1.371,0.686,-13811652
54,2,23,416,212,2.817,1.409,-12234938
55,2,24,397,198,3.045,1.522,-13086402
56,2,25,397,198,0.000,0.000,-12431806
57,2,26,411,207,2.147,1.073,-13748430
58,2,27,436,211,3.266,1.633,-10916788
59,2,28,442,216,1.008,0.504,-13421009
60,2,29,458,229,2.659,1.330,-13416661
61,2,30,464,244,2.084,1.042,-6178650
62,2,31,473,244,1.161,0.581,-7165569
