 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,291,216,-1.000,-1.000,-16579576
2,1,2,295,211,0.826,0.413,-16572640
3,1,3,299,210,0.532,0.266,-13681883
4,1,4,305,207,0.865,0.433,-14729723
5,1,5,302,208,0.408,0.204,-11839176
6,1,6,299,211,0.547,0.274,-12032444
7,1,7,298,212,0.182,0.091,-11895711
8,1,8,300,208,0.577,0.288,-11432848
9,1,9,302,214,0.816,0.408,-14066611
10,1,10,304,209,0.695,0.347,-14724256
11,1,11,306,211,0.365,0.182,-15049145
12,1,12,305,212,0.182,0.091,-14263218
13,1,13,312,204,1.371,0.686,-13935270
14,1,14,315,201,0.547,0.274,-12228796
15,1,15,301,208,2.019,1.010,-11964825
16,1,16,301,208,0.000,0.000,-12357541
17,1,17,302,207,0.182,0.091,-13019818
18,1,18,315,207,1.677,0.839,-14071744
19,1,19,318,207,0.387,0.194,-14071742
20,1,20,329,213,1.616,0.808,-14071995
21,1,21,334,216,0.752,0.376,-14662053
22,1,22,342,225,1.553,0.777,-14992582
23,1,23,342,229,0.516,0.258,-12952234
24,1,24,344,236,0.939,0.470,-15188415
25,1,25,343,232,0.532,0.266,-14860998
26,1,26,344,235,0.408,0.204,-15121096
27,1,27,346,245,1.316,0.658,-14924242
28,1,28,345,251,0.785,0.392,-13541814
29,1,29,344,260,1.168,0.584,-12690088
30,1,30,338,267,1.189,0.595,-11500702
31,1,31,334,272,0.826,0.413,-12492719
32,2,1,341,277,-1.000,-1.000,-16711423
33,2,2,337,276,0.532,0.266,-16638182
34,2,3,332,270,1.008,0.504,-14335404
35,2,4,329,276,0.865,0.433,-13740995
36,2,5,334,283,1.110,0.555,-12167597
37,2,6,336,283,0.258,0.129,-10716023
38,2,7,332,281,0.577,0.288,-11176064
39,2,8,332,285,0.516,0.258,-11173492
40,2,9,332,266,2.451,1.226,-10580064
41,2,10,333,283,2.197,1.098,-11103312
42,2,11,332,277,0.785,0.392,-12485251
43,2,12,330,283,0.816,0.408,-14335925
44,2,13,313,291,2.424,1.212,-11175573
45,2,14,318,294,0.752,0.376,-13149835
46,2,15,318,299,0.645,0.323,-10784914
47,2,16,318,300,0.129,0.065,-12295831
48,2,17,318,299,0.129,0.065,-13149084
49,2,18,316,302,0.465,0.233,-12622239
50,2,19,322,303,0.785,0.392,-14003389
51,2,20,299,278,4.382,2.191,-10120830
52,2,21,288,284,1.616,0.808,-9265256
53,2,22,283,278,1.008,0.504,-11302259
54,2,23,276,276,0.939,0.470,-10650232
55,2,24,272,276,0.516,0.258,-10122338
56,2,25,264,272,1.154,0.577,-11630719
57,2,26,260,272,0.516,0.258,-13600385
58,2,27,257,275,0.547,0.274,-11106180
59,2,28,250,270,1.110,0.555,-11836563
60,2,29,244,273,0.865,0.433,-12882858
61,2,30,237,273,0.903,0.452,-13808823
62,2,31,234,273,0.387,0.194,-14731204
