 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,137,110,-1.000,-1.000,-16776936
2,1,2,136,112,0.288,0.144,-16777152
3,1,3,138,112,0.258,0.129,-16710870
4,1,4,144,115,0.865,0.433,-16704177
5,1,5,158,117,1.824,0.912,-15451829
6,1,6,174,121,2.128,1.064,-11375511
7,1,7,198,119,3.107,1.553,-12560833
8,1,8,192,124,1.008,0.504,-11772559
9,1,9,212,114,2.885,1.442,-11180748
10,1,10,232,115,2.583,1.292,-7629741
11,1,11,253,106,2.947,1.474,-11969697
12,1,12,274,108,2.721,1.361,-8943486
13,1,13,299,102,3.317,1.658,-10721715
14,1,14,319,101,2.583,1.292,-12101273
15,1,15,333,103,1.824,0.912,-9794958
16,1,16,361,104,3.614,1.807,-6376532
17,1,17,394,81,5.189,2.594,-13085341
18,1,18,421,71,3.714,1.857,-11772308
19,1,19,437,63,2.308,1.154,-8613207
20,1,20,468,45,4.624,2.312,-12693673
21,1,21,499,41,4.032,2.016,-11244687
22,1,22,526,34,3.598,1.799,-4864582
23,2,1,240,119,-1.000,-1.000,-16775168
24,2,2,240,118,0.129,0.065,-16776192
25,2,3,241,122,0.532,0.266,-16776444
26,2,4,254,121,1.682,0.841,-16775933
27,2,5,270,114,2.253,1.126,-14932476
28,2,6,280,117,1.347,0.673,-12299225
29,2,7,294,105,2.379,1.189,-9204931
30,2,8,310,110,2.162,1.081,-7426469
31,2,9,319,97,2.040,1.020,-12101846
32,2,10,333,97,1.806,0.903,-13746665
33,2,11,358,94,3.248,1.624,-8741039
34,2,12,378,101,2.733,1.367,-12364247
35,2,13,397,88,2.970,1.485,-14009825
36,2,14,409,77,2.100,1.050,-13422312
37,2,15,432,65,3.347,1.673,-9857956
38,2,16,461,59,3.820,1.910,-11902167
39,2,17,489,60,3.614,1.807,-11706838
40,2,18,519,37,4.876,2.438,-11704785
41,2,19,547,34,3.633,1.816,-13021657
42,2,20,575,25,3.794,1.897,-13617887
43,2,21,603,28,3.633,1.816,-13812959
44,2,22,632,17,4.001,2.001,-13881311
45,2,23,636,4,1.755,0.877,-14603485
