0,2
1,2
2,5
3,8
4,11
5,14
6,17
7,19
8,22
9,24
10,26
11,28
12,30
13,32
14,34
15,36
16,38
17,40
18,41
19,43
20,44
21,46
22,48
23,49
24,51
25,53
26,55
27,57
28,60
29,61
30,62
31,63
32,63
33,63
34,62
35,63
36,64
37,64
38,64
39,64
40,64
41,66
42,68
43,72
44,73
45,74
46,75
47,76
48,77
49,78
50,79
51,80
52,81
53,82
54,83
55,84
56,85
57,86
58,87
59,88
60,89
61,90
62,91
63,91
64,92
65,93
66,94
67,95
68,96
69,97
70,98
71,98
72,99
73,100
74,101
75,101
76,102
77,103
78,103
79,104
80,102
81,101
82,104
83,107
84,108
85,110
86,110
87,112
88,113
89,114
90,115
91,116
92,117
93,119
94,121
95,123
96,124
97,123
98,122
99,123
100,123
101,123
102,123
103,123
104,123
105,124
106,124
107,124
108,121
109,125
110,127
111,128
112,129
113,131
114,132
115,137
116,134
117,134
118,134
119,134
120,134
121,134
122,134
123,131
124,134
125,136
126,137
127,138
128,139
129,141
130,142
131,143
132,145
133,144
134,144
135,143
136,143
137,143
138,141
139,141
140,144
141,146
142,147
143,148
144,149
145,150
146,151
147,153
148,156
149,153
150,152
151,152
152,152
153,152
154,148
155,152
156,153
157,155
158,156
159,156
160,158
161,158
162,159
163,160
164,164
165,162
166,161
167,160
168,160
169,160
170,157
171,160
172,161
173,162
174,163
175,164
176,165
177,166
178,167
179,167
180,169
181,172
182,169
183,168
184,168
185,164
186,167
187,168
188,169
189,170
190,171
191,172
192,173
193,173
194,174
195,175
196,175
197,178
198,177
199,175
200,174
201,172
202,175
203,176
204,177
205,178
206,178
207,179
208,180
209,180
210,181
211,182
212,182
213,183
214,186
215,183
216,179
217,182
218,183
219,184
220,184
221,185
222,185
223,186
224,186
225,187
226,187
227,188
228,188
229,189
230,191
231,188
232,186
233,189
234,190
235,190
236,191
237,191
238,192
239,192
240,193
241,193
242,194
243,194
244,194
245,195
246,198
247,194
248,195
249,196
250,196
251,197
252,197
253,198
254,198
255,198
