0,2
1,2
2,6
3,9
4,11
5,14
6,17
7,19
8,21
9,23
10,25
11,27
12,29
13,31
14,33
15,35
16,37
17,38
18,40
19,42
20,43
21,45
22,46
23,48
24,50
25,51
26,54
27,57
28,59
29,59
30,59
31,59
32,59
33,60
34,61
35,62
36,61
37,62
38,62
39,64
40,64
41,66
42,68
43,70
44,72
45,73
46,74
47,75
48,76
49,77
50,78
51,79
52,80
53,81
54,82
55,83
56,84
57,85
58,86
59,87
60,88
61,89
62,90
63,91
64,92
65,92
66,93
67,94
68,95
69,96
70,97
71,98
72,99
73,100
74,100
75,101
76,102
77,102
78,103
79,104
80,104
81,102
82,102
83,106
84,108
85,109
86,110
87,111
88,112
89,113
90,114
91,116
92,116
93,118
94,119
95,122
96,123
97,124
98,123
99,122
100,122
101,122
102,122
103,122
104,122
105,122
106,123
107,123
108,120
109,124
110,126
111,127
112,128
113,130
114,131
115,135
116,133
117,133
118,133
119,133
120,133
121,133
122,133
123,130
124,133
125,135
126,136
127,137
128,138
129,140
130,141
131,145
132,143
133,142
134,142
135,142
136,142
137,141
138,139
139,141
140,143
141,144
142,145
143,146
144,147
145,149
146,150
147,154
148,153
149,152
150,152
151,151
152,151
153,150
154,147
155,152
156,153
157,153
158,155
159,156
160,157
161,158
162,159
163,161
164,163
165,160
166,160
167,160
168,160
169,157
170,160
171,161
172,162
173,163
174,164
175,165
176,165
177,166
178,167
179,168
180,170
181,172
182,169
183,168
184,168
185,165
186,168
187,169
188,170
189,170
190,171
191,172
192,173
193,174
194,174
195,175
196,176
197,179
198,176
199,175
200,173
201,174
202,176
203,176
204,177
205,178
206,178
207,179
208,180
209,180
210,181
211,182
212,182
213,185
214,184
215,181
216,179
217,182
218,183
219,184
220,184
221,185
222,185
223,186
224,187
225,187
226,188
227,188
228,189
229,191
230,190
231,186
232,189
233,189
234,190
235,191
236,191
237,191
238,192
239,192
240,193
241,193
242,194
243,194
244,194
245,195
246,196
247,195
248,195
249,196
250,196
251,197
252,197
253,198
254,198
255,198
