70 0
389 1000
390 2000
398 3001
377 4001
405 5002
377 6002
413 7003
381 8003
408 9004
385 10005
404 11005
388 12006
401 13006
390 14007
396 15007
393 16008
392 17008
395 18010
388 19010
397 20011
382 21011
400 22011
372 23012
403 24012
375 25014
406 26014
376 27015
411 28015
378 29016
411 30016
380 31016
409 32017
381 33018
407 34019
383 35019
404 36020
385 37020
401 38021
387 39021
397 40022
389 41023
394 42023
391 43024
390 44024
394 45025
384 46025
396 47026
379 48027
399 49028
372 50028
402 51028
374 52029
406 53029
376 54030
410 55030
377 56032
410 57032
379 58033
407 59033
381 60034
