 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1.000,1.000,60.000,435.000,-1.000,-1.000,-15463114.000
2,1.000,2.000,66.000,435.000,0.774,0.387,-14141622.000
3,1.000,3.000,71.000,436.000,0.658,0.329,-12565686.000
4,1.000,4.000,80.000,439.000,1.224,0.612,-10395036.000
5,1.000,5.000,91.000,441.000,1.442,0.721,-11972546.000
6,1.000,6.000,102.000,434.000,1.682,0.841,-7366740.000
7,1.000,7.000,110.000,433.000,1.040,0.520,-14207680.000
8,1.000,8.000,108.000,433.000,0.258,0.129,-13943740.000
9,1.000,9.000,110.000,433.000,0.258,0.129,-13483438.000
10,1.000,10.000,110.000,433.000,0.000,0.000,-10784388.000
11,1.000,11.000,110.000,430.000,0.387,0.194,-13021866.000
12,1.000,12.000,113.000,429.000,0.408,0.204,-8547413.000
13,1.000,13.000,119.000,427.000,0.816,0.408,-11177103.000
14,1.000,14.000,122.000,426.000,0.408,0.204,-13282980.000
15,1.000,15.000,135.000,418.000,1.969,0.985,-14203579.000
16,1.000,16.000,135.000,418.000,0.000,0.000,-14271682.000
17,1.000,17.000,135.000,418.000,0.000,0.000,-12163711.000
18,1.000,18.000,135.000,418.000,0.000,0.000,-11177109.000
19,1.000,19.000,135.000,409.000,1.161,0.580,-13940658.000
20,1.000,20.000,135.000,408.000,0.129,0.064,-9532537.000
21,1.000,21.000,138.000,393.000,1.973,0.987,-10915507.000
22,1.000,22.000,148.000,393.000,1.290,0.645,-12036535.000
23,1.000,23.000,157.000,393.000,1.161,0.580,-13413812.000
24,1.000,24.000,158.000,382.000,1.425,0.712,-13612220.000
25,1.000,25.000,160.000,377.000,0.695,0.347,-14668233.000
26,1.000,26.000,169.000,364.000,2.040,1.020,-12033216.000
27,1.000,27.000,173.000,356.000,1.154,0.577,-14535618.000
28,1.000,28.000,173.000,356.000,0.000,0.000,-14664381.000
29,1.000,29.000,173.000,349.000,0.903,0.452,-15847905.000
30,1.000,30.000,176.000,344.000,0.752,0.376,-9532025.000
31,1.000,31.000,183.000,343.000,0.912,0.456,-13806277.000
32,2.000,1.000,164.000,363.000,-1.000,-1.000,-16777216.000
33,2.000,2.000,164.000,372.000,1.161,0.580,-16776704.000
34,2.000,3.000,164.000,386.000,1.806,0.903,-13548244.000
35,2.000,4.000,173.000,397.000,1.833,0.917,-11180728.000
36,2.000,5.000,173.000,378.000,2.451,1.226,-6901587.000
37,2.000,6.000,187.000,388.000,2.219,1.110,-7956314.000
38,2.000,7.000,168.000,369.000,3.466,1.733,-6901569.000
39,2.000,8.000,158.000,361.000,1.652,0.826,-13875643.000
40,2.000,9.000,158.000,356.000,0.645,0.322,-15391186.000
41,2.000,10.000,171.000,358.000,1.697,0.848,-8147523.000
42,2.000,11.000,184.000,358.000,1.677,0.838,-8475237.000
43,2.000,12.000,172.000,341.000,2.684,1.342,-12030882.000
44,2.000,13.000,170.000,341.000,0.258,0.129,-13809082.000
45,2.000,14.000,189.000,356.000,3.123,1.561,-9791624.000
46,2.000,15.000,189.000,337.000,2.451,1.226,-6172185.000
47,2.000,16.000,167.000,332.000,2.910,1.455,-14994110.000
48,2.000,17.000,165.000,328.000,0.577,0.288,-15326163.000
49,2.000,18.000,180.000,321.000,2.135,1.068,-11238290.000
50,2.000,19.000,188.000,315.000,1.290,0.645,-9134448.000
51,2.000,20.000,171.000,316.000,2.197,1.098,-14997196.000
52,2.000,21.000,182.000,309.000,1.682,0.841,-15259098.000
53,2.000,22.000,200.000,308.000,2.326,1.163,-6831166.000
54,2.000,23.000,214.000,297.000,2.297,1.148,-10912112.000
55,2.000,24.000,187.000,288.000,3.671,1.836,-15193303.000
56,2.000,25.000,196.000,278.000,1.736,0.868,-14597059.000
57,2.000,26.000,196.000,273.000,0.645,0.322,-14992853.000
58,2.000,27.000,206.000,282.000,1.736,0.868,-14662602.000
59,2.000,28.000,226.000,274.000,2.779,1.389,-12289450.000
60,2.000,29.000,207.000,247.000,4.259,2.129,-12292258.000
61,2.000,30.000,207.000,247.000,0.000,0.000,-12095408.000
62,2.000,31.000,208.000,241.000,0.785,0.392,-16766944.000
