 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1.000,1.000,272.000,168.000,-1.000,-1.000,-16646141.000
2,1.000,2.000,264.000,168.000,1.032,0.516,-16776695.000
3,1.000,3.000,264.000,168.000,0.000,0.000,-16775424.000
4,1.000,4.000,257.000,169.000,0.912,0.456,-16776447.000
5,1.000,5.000,273.000,169.000,2.064,1.032,-5849182.000
6,1.000,6.000,268.000,169.000,0.645,0.322,-11901881.000
7,1.000,7.000,267.000,167.000,0.288,0.144,-15649495.000
8,1.000,8.000,259.000,166.000,1.040,0.520,-12364257.000
9,1.000,9.000,239.000,162.000,2.631,1.316,-15851235.000
10,1.000,10.000,236.000,160.000,0.465,0.233,-16443374.000
11,1.000,11.000,224.000,168.000,1.860,0.930,-16378349.000
12,1.000,12.000,230.000,168.000,0.774,0.387,-13941211.000
13,1.000,13.000,230.000,168.000,0.000,0.000,-14205406.000
14,1.000,14.000,213.000,168.000,2.193,1.096,-15455715.000
15,1.000,15.000,195.000,165.000,2.354,1.177,-16245993.000
16,1.000,16.000,181.000,163.000,1.824,0.912,-15589344.000
17,1.000,17.000,188.000,166.000,0.982,0.491,-15590883.000
18,1.000,18.000,199.000,167.000,1.425,0.712,-15787498.000
19,1.000,19.000,216.000,167.000,2.193,1.096,-16048362.000
20,1.000,20.000,229.000,165.000,1.697,0.848,-11967931.000
21,1.000,21.000,211.000,158.000,2.491,1.246,-15720676.000
22,1.000,22.000,173.000,159.000,4.904,2.452,-12826552.000
23,1.000,23.000,173.000,159.000,0.000,0.000,-15194586.000
24,1.000,24.000,174.000,161.000,0.288,0.144,-14009298.000
25,1.000,25.000,184.000,162.000,1.296,0.648,-14997723.000
26,1.000,26.000,185.000,162.000,0.129,0.064,-15194837.000
27,1.000,27.000,197.000,162.000,1.548,0.774,-15194334.000
28,1.000,28.000,197.000,162.000,0.000,0.000,-14602197.000
29,1.000,29.000,197.000,162.000,0.000,0.000,-12497339.000
30,1.000,30.000,183.000,164.000,1.824,0.912,-15063000.000
31,1.000,31.000,173.000,164.000,1.290,0.645,-15917796.000
32,2.000,1.000,141.000,134.000,-1.000,-1.000,-16711680.000
33,2.000,2.000,149.000,160.000,3.509,1.755,-12953755.000
34,2.000,3.000,153.000,160.000,0.516,0.258,-9398360.000
35,2.000,4.000,153.000,160.000,0.000,0.000,-4993062.000
36,2.000,5.000,153.000,161.000,0.129,0.064,-589825.000
37,2.000,6.000,148.000,158.000,0.752,0.376,-4795156.000
38,2.000,7.000,148.000,174.000,2.064,1.032,-983041.000
39,2.000,8.000,144.000,182.000,1.154,0.577,-11569014.000
40,2.000,9.000,118.000,180.000,3.364,1.682,-8742247.000
41,2.000,10.000,110.000,182.000,1.064,0.532,-14338740.000
42,2.000,11.000,108.000,147.000,4.522,2.261,-12235959.000
43,2.000,12.000,109.000,187.000,5.162,2.581,-5721947.000
44,2.000,13.000,88.000,172.000,3.329,1.665,-7168114.000
45,2.000,14.000,81.000,183.000,1.682,0.841,-9599876.000
46,2.000,15.000,76.000,186.000,0.752,0.376,-5457489.000
47,2.000,16.000,69.000,189.000,0.982,0.491,-2695471.000
48,2.000,17.000,86.000,196.000,2.372,1.186,-13549000.000
49,2.000,18.000,85.000,188.000,1.040,0.520,-14142649.000
50,2.000,19.000,80.000,180.000,1.217,0.608,-7099250.000
51,2.000,20.000,88.000,199.000,2.659,1.330,-15523802.000
52,2.000,21.000,82.000,199.000,0.774,0.387,-11049901.000
53,2.000,22.000,78.000,189.000,1.389,0.695,-14931904.000
54,2.000,23.000,67.000,177.000,2.100,1.050,-14932415.000
55,2.000,24.000,86.000,200.000,3.848,1.924,-10915998.000
56,2.000,25.000,86.000,201.000,0.129,0.064,-10983347.000
57,2.000,26.000,83.000,187.000,1.847,0.923,-13021623.000
58,2.000,27.000,106.000,154.000,5.189,2.594,-12823994.000
59,2.000,28.000,125.000,131.000,3.848,1.924,-13615554.000
60,2.000,29.000,135.000,122.000,1.736,0.868,-15259349.000
61,2.000,30.000,135.000,114.000,1.032,0.516,-14802148.000
62,2.000,31.000,135.000,109.000,0.645,0.322,-15917795.000
