66 0
97 1000
94 2000
98 3001
94 4001
96 5002
99 6002
104 7003
99 8003
96 9004
99 10004
94 11004
97 12005
95 13005
101 14007
98 15007
102 16008
97 17008
101 18009
98 19009
105 20009
99 21010
95 22010
96 23011
94 24011
98 25013
98 26013
101 27014
98 28014
101 29015
96 30015
101 31015
97 32016
102 33016
93 34017
88 35018
92 36019
89 37019
93 38020
92 39020
98 40020
95 41021
99 42021
94 43022
98 44022
95 45023
101 46024
95 47025
93 48025
95 49026
90 50026
93 51026
89 52027
96 53027
95 54028
99 55028
97 56029
102 57030
97 58031
100 59031
93 60032
