159 0
160 1000
160 2000
159 3001
150 4001
159 5002
156 6002
153 7003
153 8003
154 9005
159 10005
154 11005
154 12006
158 13006
155 14007
154 15007
154 16008
154 17009
154 18010
157 19010
157 20011
159 21011
157 22011
156 23012
155 24012
155 25014
145 26014
148 27015
160 28015
162 29016
145 30016
138 31016
139 32017
142 33018
150 34019
162 35019
161 36020
163 37020
163 38021
165 39021
166 40022
167 41023
166 42023
164 43024
163 44024
163 45025
163 46025
162 47026
164 48027
163 49028
161 50028
162 51028
162 52029
161 53029
162 54030
162 55030
162 56032
162 57032
162 58033
162 59033
164 60034
166 61034
165 62034
164 63035
165 64036
164 65037
