120 0
167 1000
164 2000
166 3001
164 4001
170 5002
166 6002
171 7003
166 8003
170 9005
165 10005
172 11005
167 12006
174 13006
167 14007
162 15007
167 16008
163 17009
168 18010
165 19010
168 20011
164 21011
167 22011
164 23012
167 24012
165 25014
170 26014
165 27015
168 28015
164 29016
169 30016
165 31016
171 32017
166 33018
172 34019
166 35019
172 36020
166 37020
173 38021
167 39021
164 40022
168 41023
165 42023
167 43024
163 44024
167 45025
164 46025
168 47026
164 48027
168 49028
164 50028
168 51028
164 52029
169 53029
165 54030
169 55030
165 56032
169 57032
164 58033
168 59033
165 60034
