176 0
192 1000
193 2000
190 3001
191 4001
194 5002
190 6002
192 7003
188 8003
191 9005
191 10005
192 11005
190 12006
192 13006
190 14007
187 15007
188 16008
186 17009
187 18010
187 19010
183 20011
176 21011
177 22011
176 23012
179 24012
169 25014
151 26014
148 27015
175 28015
176 29016
178 30016
175 31016
177 32017
178 33018
178 34019
176 35019
183 36020
185 37020
190 38021
189 39021
187 40022
185 41023
185 42023
183 43024
179 44024
178 45025
178 46025
178 47026
178 48027
179 49028
178 50028
172 51028
172 52029
173 53029
171 54030
167 55030
162 56032
164 57032
170 58033
173 59033
171 60034
