38 0
61 1000
59 2000
61 3001
60 4001
62 5002
60 6002
63 7003
59 8003
57 9004
59 10004
56 11004
59 12005
57 13005
60 14006
58 15007
62 16008
59 17008
64 18009
59 19009
57 20009
57 21010
57 22010
59 23011
57 24011
61 25012
58 26012
61 27014
59 28014
62 29015
59 30015
57 31015
59 32016
58 33016
60 34017
57 35017
59 36018
57 37018
59 38019
57 39020
59 40020
56 41021
55 42021
57 43022
55 44022
58 45023
55 46023
58 47024
56 48024
58 49025
55 50025
58 51026
55 52027
60 53027
55 54028
55 55028
57 56029
55 57029
58 58030
55 59030
57 60030
