113 0
14 1000
12 2000
12 3001
12 4001
13 5002
12 6002
13 7003
12 8003
13 9004
14 10004
13 11004
13 12005
14 13005
14 14007
14 15007
14 16008
14 17008
13 18009
14 19009
14 20009
14 21010
13 22010
13 23011
13 24011
13 25013
13 26013
13 27014
14 28014
14 29015
14 30015
15 31015
13 32016
8 33016
3 34017
2 35017
1 36018
1 37018
1 38019
7 39019
10 40020
10 41021
10 42021
10 43022
12 44022
13 45023
11 46023
13 47024
12 48024
13 49025
13 50025
13 51025
13 52027
13 53027
13 54028
13 55028
13 56029
13 57029
13 58030
11 59030
15 60030
