1,9,1300,
1,3,500,
1,13,500,
1,2,250,
1,6,750,
1,5,750,
1,8,1250,
1,4,800,
1,11,1500,
1,7,1500,
1,12,250,
1,1,10,
1,10,1500,
2,9,1200,
2,3,500,
2,13,600,
2,2,300,
2,6,1000,
2,5,800,
2,8,1300,
2,4,800,
2,11,1450,
2,7,1100,
2,12,400,
2,1,40,
2,10,1200,
