 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1.000,1.000,308.000,149.000,-1.000,-1.000,-13217973.000
2,1.000,2.000,308.000,152.000,0.387,0.194,-16769190.000
3,1.000,3.000,315.000,152.000,0.903,0.452,-16184768.000
4,1.000,4.000,308.000,152.000,0.903,0.452,-12420487.000
5,1.000,5.000,313.000,152.000,0.645,0.322,-12627858.000
6,1.000,6.000,313.000,152.000,0.000,0.000,-12757388.000
7,1.000,7.000,314.000,152.000,0.129,0.064,-12690832.000
8,1.000,8.000,314.000,152.000,0.000,0.000,-12431502.000
9,1.000,9.000,314.000,152.000,0.000,0.000,-12626315.000
10,1.000,10.000,314.000,152.000,0.000,0.000,-12559747.000
11,1.000,11.000,314.000,152.000,0.000,0.000,-12692359.000
12,1.000,12.000,314.000,152.000,0.000,0.000,-12953735.000
13,1.000,13.000,314.000,152.000,0.000,0.000,-12822165.000
14,1.000,14.000,314.000,152.000,0.000,0.000,-12955016.000
15,1.000,15.000,314.000,152.000,0.000,0.000,-12890252.000
16,1.000,16.000,314.000,152.000,0.000,0.000,-13216660.000
17,1.000,17.000,314.000,152.000,0.000,0.000,-12823683.000
18,1.000,18.000,314.000,152.000,0.000,0.000,-12888196.000
19,1.000,19.000,314.000,152.000,0.000,0.000,-12625288.000
20,1.000,20.000,314.000,152.000,0.000,0.000,-12559228.000
21,1.000,21.000,314.000,152.000,0.000,0.000,-12886404.000
22,1.000,22.000,314.000,152.000,0.000,0.000,-13017226.000
23,1.000,23.000,314.000,152.000,0.000,0.000,-12295297.000
24,1.000,24.000,314.000,152.000,0.000,0.000,-3872037.000
25,1.000,25.000,315.000,157.000,0.658,0.329,-7950662.000
26,1.000,26.000,317.000,157.000,0.258,0.129,-11635585.000
27,1.000,27.000,318.000,157.000,0.129,0.064,-12229503.000
28,1.000,28.000,318.000,157.000,0.000,0.000,-12558215.000
29,1.000,29.000,318.000,157.000,0.000,0.000,-12754818.000
30,1.000,30.000,318.000,157.000,0.000,0.000,-12753791.000
31,1.000,31.000,318.000,157.000,0.000,0.000,-13019518.000
32,2.000,1.000,410.000,166.000,-1.000,-1.000,-16776704.000
33,2.000,2.000,411.000,165.000,0.182,0.091,-16049408.000
34,2.000,3.000,417.000,169.000,0.930,0.465,-15914496.000
35,2.000,4.000,399.000,159.000,2.656,1.328,-16116725.000
36,2.000,5.000,399.000,159.000,0.000,0.000,-15324139.000
37,2.000,6.000,399.000,159.000,0.000,0.000,-15129311.000
38,2.000,7.000,399.000,157.000,0.258,0.129,-13219012.000
39,2.000,8.000,399.000,157.000,0.000,0.000,-12759233.000
40,2.000,9.000,393.000,157.000,0.774,0.387,-14995413.000
41,2.000,10.000,402.000,169.000,1.935,0.968,-14272480.000
42,2.000,11.000,392.000,150.000,2.770,1.385,-15850965.000
43,2.000,12.000,397.000,158.000,1.217,0.608,-15589090.000
44,2.000,13.000,410.000,181.000,3.408,1.704,-14011867.000
45,2.000,14.000,412.000,178.000,0.465,0.233,-14469584.000
46,2.000,15.000,401.000,163.000,2.400,1.200,-14537944.000
47,2.000,16.000,404.000,163.000,0.387,0.194,-14800857.000
48,2.000,17.000,399.000,150.000,1.797,0.898,-14537174.000
49,2.000,18.000,399.000,150.000,0.000,0.000,-14931154.000
50,2.000,19.000,399.000,152.000,0.258,0.129,-14668758.000
51,2.000,20.000,399.000,146.000,0.774,0.387,-12955339.000
52,2.000,21.000,397.000,146.000,0.258,0.129,-13746388.000
53,2.000,22.000,399.000,146.000,0.258,0.129,-14207704.000
54,2.000,23.000,398.000,141.000,0.658,0.329,-14405588.000
55,2.000,24.000,407.000,154.000,2.040,1.020,-14800095.000
56,2.000,25.000,418.000,155.000,1.425,0.712,-15456243.000
57,2.000,26.000,418.000,155.000,0.000,0.000,-16113655.000
58,2.000,27.000,418.000,155.000,0.000,0.000,-15195898.000
59,2.000,28.000,418.000,159.000,0.516,0.258,-15587327.000
60,2.000,29.000,413.000,155.000,0.826,0.413,-15918075.000
61,2.000,30.000,410.000,147.000,1.102,0.551,-15326446.000
62,2.000,31.000,411.000,164.000,2.197,1.098,-15918586.000
