ax,ay,az,gx,gy,gz
0.2103271484375,0.042236328125,0.4676513671875,-0.096893310546875,-0.116241455078125,-0.048492431640625
0.20947265625,0.0086669921875,0.571533203125,-0.0589599609375,-0.05133056640625,0.00726318359375
0.20458984375,-0.066162109375,0.5809326171875,-0.15753173828125,-0.279266357421875,-0.083648681640625
0.2333984375,-0.062255859375,0.5360107421875,-0.234405517578125,-0.29766845703125,-0.16473388671875
0.27490234375,-0.0189208984375,0.4044189453125,-0.25103759765625,-0.3228759765625,-0.167633056640625
0.3406982421875,-0.000732421875,0.2642822265625,-0.26947021484375,-0.23779296875,-0.077606201171875
0.2998046875,0.017333984375,0.2596435546875,-0.135772705078125,-0.067657470703125,-0.02203369140625
0.3914794921875,0.0286865234375,0.36865234375,0.017974853515625,0.18914794921875,0.009857177734375
0.374755859375,-0.0511474609375,0.5743408203125,-0.01397705078125,0.1849365234375,-0.00555419921875
0.3699951171875,-0.0418701171875,0.414306640625,-0.1898193359375,-0.32598876953125,0.01727294921875
0.3983154296875,0.02294921875,0.2147216796875,-0.264068603515625,-0.0255126953125,-0.201171875
0.3271484375,0.048095703125,0.26953125,0.719757080078125,0.60150146484375,0.4322509765625
0.2093505859375,-0.0137939453125,0.5443115234375,-0.07830810546875,-0.403656005859375,-0.14801025390625
0.3377685546875,-0.093994140625,0.3355712890625,-0.01849365234375,0.045196533203125,0.167266845703125
0.585205078125,0.0145263671875,0.0765380859375,0.10888671875,-0.0938720703125,0.159576416015625
0.3199462890625,-0.112548828125,0.32861328125,-0.195159912109375,-0.02899169921875,0.034698486328125
0.37353515625,-0.1474609375,0.5281982421875,0.45306396484375,0.937103271484375,0.000274658203125
0.999969482421875,-1.0,0.7003173828125,-0.493988037109375,0.33880615234375,0.190582275390625
0.9168701171875,-0.7010498046875,0.4674072265625,0.348052978515625,-0.066986083984375,-0.140716552734375
0.6209716796875,-0.450927734375,0.5184326171875,0.135223388671875,-0.408111572265625,-0.91876220703125
-0.80224609375,0.3299560546875,0.208251953125,-0.085113525390625,-0.240570068359375,-1.0
-0.796630859375,0.8692626953125,0.503173828125,-0.58428955078125,-0.657012939453125,0.0831298828125
0.7119140625,-0.4127197265625,0.01708984375,0.123992919921875,0.0947265625,0.67864990234375
0.758544921875,-0.3604736328125,0.455322265625,0.105682373046875,0.0423583984375,-0.241912841796875
0.4039306640625,0.0440673828125,0.4560546875,0.213958740234375,0.007843017578125,-0.12274169921875
0.44384765625,-0.0538330078125,0.500732421875,0.065216064453125,-0.253265380859375,-0.240753173828125
0.6483154296875,-0.2333984375,0.4114990234375,0.14166259765625,-0.348541259765625,-0.373687744140625
0.4376220703125,-0.3480224609375,0.298828125,-0.439544677734375,-0.846923828125,-1.0
-1.0,0.942138671875,0.533447265625,-0.2232666015625,0.300689697265625,-1.0
-1.0,-0.8380126953125,-0.1007080078125,0.999969482421875,-0.5087890625,0.999969482421875
0.999969482421875,-1.0,-0.603759765625,0.999969482421875,0.02911376953125,0.999969482421875
0.999969482421875,-0.698974609375,-0.2239990234375,0.999969482421875,0.2186279296875,-0.01788330078125
0.2713623046875,0.1265869140625,-0.23046875,0.085662841796875,0.1190185546875,-0.098388671875
0.2900390625,-0.3126220703125,0.513427734375,-0.050048828125,-0.0020751953125,-0.07379150390625
0.298828125,-0.0750732421875,0.169921875,0.084991455078125,-0.06976318359375,-0.033721923828125
0.444580078125,-0.154541015625,0.1693115234375,0.021942138671875,0.139007568359375,0.0267333984375
0.4937744140625,-0.2440185546875,0.2012939453125,-0.08160400390625,-0.060638427734375,0.02667236328125
0.5399169921875,-0.220947265625,0.1798095703125,-0.040191650390625,0.145050048828125,-0.023345947265625
0.4205322265625,-0.1728515625,0.2667236328125,-0.0751953125,0.027801513671875,-0.03302001953125
0.4000244140625,-0.1795654296875,0.2808837890625,-0.13800048828125,0.119293212890625,-0.07781982421875
0.4410400390625,-0.18798828125,0.2855224609375,-0.116424560546875,0.0828857421875,-0.107391357421875
0.47705078125,-0.244873046875,0.2567138671875,-0.16046142578125,0.13427734375,-0.1009521484375
0.5606689453125,-0.33984375,0.298583984375,-0.16436767578125,0.033935546875,-0.2069091796875
0.5902099609375,-0.3560791015625,0.3072509765625,-0.37420654296875,-0.156280517578125,-0.404205322265625
0.5130615234375,-0.5015869140625,0.2403564453125,-0.29876708984375,-0.243896484375,-0.574951171875
-0.5223388671875,-0.00146484375,-0.04052734375,-0.53741455078125,0.1502685546875,-1.0
-1.0,0.999969482421875,0.999969482421875,-1.0,-0.02899169921875,-0.571319580078125
-1.0,-1.0,-0.5303955078125,0.999969482421875,-0.511932373046875,0.999969482421875
0.999969482421875,-1.0,0.3291015625,0.905364990234375,-0.83673095703125,0.123260498046875
0.1324462890625,0.296142578125,-0.4718017578125,-0.036285400390625,-0.122772216796875,-0.290771484375
0.019775390625,-0.4013671875,0.509765625,0.04217529296875,0.2816162109375,-0.00384521484375
0.1866455078125,-0.329833984375,0.2757568359375,0.071014404296875,-0.0404052734375,0.004913330078125
0.337646484375,-0.25634765625,0.0645751953125,0.08441162109375,0.061920166015625,0.020904541015625
0.2884521484375,-0.2354736328125,0.2972412109375,0.0679931640625,0.337921142578125,0.12109375
0.1151123046875,-0.30615234375,0.708251953125,-0.518798828125,-0.182708740234375,0.09405517578125
0.159912109375,-0.542236328125,0.5460205078125,-0.441802978515625,-0.791229248046875,0.147674560546875
0.125,-0.6326904296875,0.321044921875,-0.445892333984375,-1.0,-0.0618896484375
0.11572265625,-0.732666015625,0.0750732421875,-0.37005615234375,-1.0,-0.323333740234375
-0.260498046875,-0.3221435546875,-0.7188720703125,0.070709228515625,-1.0,-0.368743896484375
-0.7578125,0.2667236328125,-1.0,-0.483856201171875,0.999969482421875,0.092315673828125
-1.0,-1.0,0.999969482421875,-0.7508544921875,0.999969482421875,-0.931671142578125
-0.453369140625,0.999969482421875,0.999969482421875,0.8218994140625,-1.0,-0.123687744140625
0.91650390625,-0.78515625,-1.0,-0.2012939453125,-0.06158447265625,0.163299560546875
0.2542724609375,-1.0,-0.2835693359375,-0.316162109375,0.747467041015625,-0.274444580078125
0.1651611328125,-0.17822265625,0.4888916015625,-0.159332275390625,0.233428955078125,-0.102203369140625
0.315673828125,-0.30029296875,0.30322265625,-0.124725341796875,0.060455322265625,-0.008544921875
0.3946533203125,-0.397216796875,0.092041015625,-0.0579833984375,0.119354248046875,-0.014617919921875
0.37744140625,-0.353515625,0.175048828125,-0.06951904296875,0.126007080078125,-0.02545166015625
0.3765869140625,-0.3690185546875,0.1776123046875,-0.080718994140625,0.0618896484375,-0.031951904296875
0.3741455078125,-0.397705078125,0.15234375,-0.067291259765625,0.118743896484375,-0.080322265625
0.3983154296875,-0.442626953125,0.1163330078125,-0.161712646484375,0.09173583984375,-0.22442626953125
0.486083984375,-0.5291748046875,-0.0391845703125,-0.308929443359375,-0.041046142578125,-0.508087158203125
0.541748046875,-0.5029296875,-0.239501953125,-0.379241943359375,0.25714111328125,-0.867431640625
-1.0,0.909912109375,0.1358642578125,-1.0,0.999969482421875,-1.0
-1.0,0.7232666015625,0.999969482421875,0.0770263671875,-1.0,0.976531982421875
0.21728515625,-1.0,-1.0,0.808837890625,-1.0,0.999969482421875
0.7838134765625,-0.7222900390625,-1.0,0.93621826171875,-0.67913818359375,0.115966796875
0.3414306640625,-0.389404296875,-0.2557373046875,-0.440155029296875,0.281036376953125,-0.205291748046875
