 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,137,125,-1.000,-1.000,-16777188
2,1,2,143,136,1.616,0.808,-16514509
3,1,3,143,133,0.387,0.194,-16708566
4,1,4,147,132,0.532,0.266,-14865595
5,1,5,162,132,1.935,0.968,-10522566
6,1,6,176,132,1.806,0.903,-10655654
7,1,7,200,127,3.162,1.581,-13285298
8,1,8,199,124,0.408,0.204,-11903176
9,1,9,206,124,0.903,0.452,-9602707
10,1,10,237,123,4.001,2.001,-11572663
11,1,11,257,123,2.580,1.290,-6181772
12,1,12,276,116,2.612,1.306,-13153219
13,1,13,294,111,2.410,1.205,-11308446
14,1,14,314,106,2.659,1.330,-2369830
15,1,15,336,101,2.910,1.455,-12495020
16,1,16,365,108,3.848,1.924,-11443874
17,1,17,393,92,4.160,2.080,-8616051
18,1,18,435,75,5.845,2.922,-9998532
19,1,19,445,70,1.442,0.721,-10458018
20,1,20,477,57,4.456,2.228,-8548004
21,1,21,499,50,2.978,1.489,-11181213
22,1,22,531,42,4.255,2.128,-9801115
23,1,23,566,35,4.604,2.302,-13092028
24,1,24,591,27,3.386,1.693,-12495816
25,1,25,604,22,1.797,0.898,-11839657
26,1,26,622,12,2.656,1.328,-13018796
27,2,1,232,96,-1.000,-1.000,-16776703
28,2,2,237,98,0.695,0.347,-16776703
29,2,3,239,100,0.365,0.182,-16117754
30,2,4,254,114,2.647,1.323,-16313082
31,2,5,271,114,2.193,1.097,-14732288
32,2,6,273,114,0.258,0.129,-14800095
33,2,7,290,107,2.372,1.186,-13881046
34,2,8,300,97,1.824,0.912,-10713005
35,2,9,309,102,1.328,0.664,-13552096
36,2,10,327,96,2.448,1.224,-14010586
37,2,11,348,93,2.737,1.368,-14010836
38,2,12,370,97,2.885,1.442,-13486816
39,2,13,390,100,2.609,1.304,-14142424
40,2,14,410,81,3.559,1.779,-13946085
41,2,15,428,71,2.656,1.328,-14210513
42,2,16,443,69,1.952,0.976,-14273758
43,2,17,476,57,4.530,2.265,-14471137
44,2,18,512,40,5.136,2.568,-14274520
45,2,19,531,40,2.451,1.226,-13683413
46,2,20,560,25,4.212,2.106,-14275542
47,2,21,601,20,5.328,2.664,-12823253
48,2,22,623,17,2.864,1.432,-14274523
49,2,23,637,11,1.965,0.982,-14208478
