 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,398,174,-1.000,-1.000,-16711424
2,1,2,398,180,0.774,0.387,-16776189
3,1,3,405,178,0.939,0.470,-16645873
4,1,4,417,173,1.677,0.839,-16774650
5,1,5,417,173,0.000,0.000,-15128810
6,1,6,417,171,0.258,0.129,-13615051
7,1,7,404,199,3.982,1.991,-13551065
8,1,8,410,194,1.008,0.504,-13546738
9,1,9,410,189,0.645,0.323,-10789827
10,1,10,410,187,0.258,0.129,-11970764
11,1,11,404,205,2.448,1.224,-14603753
12,1,12,404,216,1.419,0.710,-14078163
13,1,13,404,220,0.516,0.258,-14011624
14,1,14,411,235,2.135,1.068,-14405334
15,1,15,411,228,0.903,0.452,-14600681
16,1,16,423,241,2.282,1.141,-14337763
17,1,17,435,278,5.018,2.509,-14535640
18,1,18,416,269,2.712,1.356,-8283825
19,1,19,419,269,0.387,0.194,-6443640
20,1,20,456,274,4.816,2.408,-14210001
21,1,21,456,284,1.290,0.645,-14404080
22,1,22,456,284,0.000,0.000,-12889564
23,1,23,458,299,1.952,0.976,-7100038
24,1,24,504,308,6.047,3.023,-12958928
25,1,25,490,318,2.219,1.110,-12498125
26,1,26,495,316,0.695,0.347,-12435156
27,1,27,503,307,1.553,0.777,-12892619
28,1,28,512,304,1.224,0.612,-13814237
29,1,29,547,281,5.403,2.701,-14075353
30,1,30,560,302,3.186,1.593,-13746626
31,1,31,554,294,1.290,0.645,-13814245
32,2,1,485,288,-1.000,-1.000,-16777208
33,2,2,457,309,4.515,2.258,-16776704
34,2,3,439,301,2.541,1.271,-16775680
35,2,4,410,281,4.544,2.272,-14010624
36,2,5,399,276,1.559,0.779,-15063017
37,2,6,443,295,6.183,3.091,-14338522
38,2,7,483,277,5.658,2.829,-14276069
39,2,8,495,279,1.569,0.785,-14537693
40,2,9,511,280,2.068,1.034,-14340316
41,2,10,518,280,0.903,0.452,-14271464
42,2,11,508,302,3.117,1.559,-12234477
43,2,12,495,333,4.336,2.168,-13947103
44,2,13,491,339,0.930,0.465,-13291476
45,2,14,514,339,2.967,1.484,-13947608
46,2,15,533,308,4.690,2.345,-14473948
47,2,16,543,291,2.544,1.272,-14342383
48,2,17,562,289,2.465,1.232,-15128290
49,2,18,571,273,2.368,1.184,-14274788
50,2,19,589,273,2.322,1.161,-14669281
51,2,20,595,269,0.930,0.465,-14075877
52,2,21,578,268,2.197,1.098,-13682912
53,2,22,554,233,5.475,2.737,-14276831
54,2,23,554,222,1.419,0.710,-14735339
55,2,24,563,216,1.395,0.698,-13880792
56,2,25,569,200,2.204,1.102,-14407906
57,2,26,569,204,0.516,0.258,-14671591
58,2,27,531,204,4.902,2.451,-14932191
59,2,28,505,203,3.356,1.678,-13550285
60,2,29,486,194,2.712,1.356,-14536931
61,2,30,469,194,2.193,1.097,-14340044
62,2,31,485,235,5.677,2.839,-14733023
