 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,102,297,-1.000,-1.000,-16449535
2,1,2,102,291,0.774,0.387,-16120818
3,1,3,97,288,0.752,0.376,-12031646
4,1,4,119,269,3.750,1.875,-15856112
5,1,5,120,256,1.682,0.841,-15589608
6,1,6,117,254,0.465,0.233,-13748444
7,1,7,106,246,1.755,0.877,-13747137
8,1,8,109,212,4.403,2.202,-12500448
9,1,9,84,211,3.228,1.614,-12961731
10,1,10,81,230,2.481,1.241,-13026261
11,1,11,66,261,4.443,2.221,-13088471
12,1,12,66,260,0.129,0.065,-12495566
13,1,13,58,273,1.969,0.985,-12894675
14,1,14,45,291,2.864,1.432,-13223640
15,1,15,21,318,4.660,2.330,-12696518
16,1,16,10,325,1.682,0.841,-12762829
17,1,17,4,315,1.504,0.752,-12893133
18,1,18,3,323,1.040,0.520,-12631244
19,1,19,3,304,2.451,1.226,-12361660
20,1,20,1,318,1.824,0.912,-11246303
21,1,21,0,363,5.806,2.903,-7295350
22,1,22,0,376,1.677,0.839,-12103619
23,1,23,18,406,4.513,2.257,-12103878
24,1,24,27,417,1.833,0.917,-11970755
25,1,25,47,436,3.559,1.779,-12432833
26,1,26,55,451,2.193,1.097,-12039609
27,1,27,82,462,3.761,1.880,-12171958
28,1,28,100,462,2.322,1.161,-8882559
29,1,29,124,446,3.721,1.860,-4667955
30,1,30,154,442,3.904,1.952,-9341831
31,1,31,182,436,3.694,1.847,-10721447
32,1,32,182,436,0.000,0.000,-12233649
33,2,1,94,200,-1.000,-1.000,-16776956
34,2,2,83,215,2.400,1.200,-16777171
35,2,3,73,226,1.918,0.959,-16776182
36,2,4,58,218,2.193,1.097,-16380613
37,2,5,47,227,1.833,0.917,-15390935
38,2,6,48,256,3.743,1.872,-13157561
39,2,7,64,265,2.368,1.184,-10855858
40,2,8,32,293,5.485,2.743,-11446943
41,2,9,32,317,3.096,1.548,-10791341
42,2,10,23,329,1.935,0.968,-11575971
43,2,11,13,334,1.442,0.721,-11777461
44,2,12,10,344,1.347,0.673,-12564924
45,2,13,3,344,0.903,0.452,-10261928
46,2,14,3,344,0.000,0.000,-5918040
47,2,15,3,344,0.000,0.000,-6968931
48,2,16,3,344,0.000,0.000,-7234147
49,2,17,3,344,0.000,0.000,-8945056
50,2,18,3,380,4.644,2.322,-11907038
51,2,19,15,397,2.684,1.342,-12827853
52,2,20,33,419,3.667,1.833,-12893384
53,2,21,50,425,2.326,1.163,-12894415
54,2,22,66,450,3.829,1.914,-13092818
55,2,23,77,468,2.721,1.361,-12632005
56,2,24,112,462,4.581,2.290,-13487568
57,2,25,131,455,2.612,1.306,-14404317
58,2,26,145,440,2.647,1.323,-13159114
59,2,27,168,436,3.012,1.506,-13028046
60,2,28,212,428,5.769,2.885,-12892618
61,2,29,218,416,1.731,0.865,-13419715
62,2,30,240,395,3.923,1.962,-13946059
63,2,31,215,395,3.225,1.613,-13155278
64,2,32,200,376,3.123,1.561,-13091519
