 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,113,0,-1.000,-1.000,-16776703
2,1,2,113,2,0.258,0.129,-16776446
3,1,3,104,5,1.224,0.612,-16777214
4,1,4,100,21,2.128,1.064,-16511736
5,1,5,82,21,2.322,1.161,-15985388
6,1,6,108,53,5.319,2.659,-14799065
7,1,7,108,72,2.451,1.226,-14666199
8,1,8,96,76,1.632,0.816,-14405594
9,1,9,66,105,5.383,2.691,-14009300
10,1,10,66,105,0.000,0.000,-14404818
11,1,11,66,117,1.548,0.774,-14339025
12,1,12,66,117,0.000,0.000,-14207439
13,1,13,66,113,0.516,0.258,-6112831
14,1,14,65,162,6.322,3.161,-13746388
15,1,15,65,162,0.000,0.000,-14206679
16,1,16,65,174,1.548,0.774,-12300210
17,1,17,78,184,2.116,1.058,-13744067
18,1,18,78,168,2.064,1.032,-13617361
19,1,19,78,170,0.258,0.129,-5589298
20,1,20,97,180,2.770,1.385,-13746629
21,1,21,97,181,0.129,0.065,-13616068
22,1,22,97,181,0.000,0.000,-14010060
23,1,23,92,181,0.645,0.323,-14075093
24,1,24,85,181,0.903,0.452,-14076623
25,1,25,73,186,1.677,0.839,-13614011
26,1,26,86,186,1.677,0.839,-13480646
27,1,27,98,174,2.189,1.095,-13879493
28,1,28,98,174,0.000,0.000,-14339015
29,1,29,92,174,0.774,0.387,-14140365
30,1,30,90,174,0.258,0.129,-13814486
31,1,31,90,186,1.548,0.774,-14075855
32,2,1,132,144,-1.000,-1.000,-16711423
33,2,2,105,154,3.714,1.857,-16776954
34,2,3,58,124,7.193,3.596,-16643320
35,2,4,73,120,2.003,1.001,-16644088
36,2,5,64,145,3.428,1.714,-15393255
37,2,6,65,166,2.712,1.356,-14665167
38,2,7,78,189,3.408,1.704,-13285561
39,2,8,78,189,0.000,0.000,-14074574
40,2,9,82,220,4.032,2.016,-13615567
41,2,10,82,253,4.257,2.128,-5258300
42,2,11,62,222,4.759,2.380,-13089225
43,2,12,136,202,9.889,4.944,-8610683
44,2,13,129,229,3.598,1.799,-14070992
45,2,14,80,256,7.217,3.609,-12694439
46,2,15,97,290,4.904,2.452,-12628399
47,2,16,74,297,3.101,1.551,-11907756
48,2,17,102,288,3.794,1.897,-13351881
49,2,18,54,296,6.277,3.139,-12433587
50,2,19,88,293,4.403,2.202,-13284032
51,2,20,73,282,2.400,1.200,-12367278
52,2,21,90,284,2.208,1.104,-12826556
53,2,22,132,276,5.515,2.758,-13352908
54,2,23,62,276,9.030,4.515,-12958403
55,2,24,66,272,0.730,0.365,-12890298
56,2,25,54,266,1.731,0.865,-13087418
57,2,26,50,264,0.577,0.288,-11641512
58,2,27,106,277,7.416,3.708,-13743814
59,2,28,124,269,2.541,1.271,-13876433
60,2,29,130,261,1.290,0.645,-14072783
61,2,30,144,248,2.465,1.232,-12760258
62,2,31,169,242,3.317,1.658,-13742537
