 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,318,239,-1.000,-1.000,-16708092
2,1,2,331,244,1.797,0.898,-16311804
3,1,3,337,247,0.865,0.433,-16376575
4,1,4,337,238,1.161,0.581,-14144241
5,1,5,337,233,0.645,0.323,-7363714
6,1,6,337,246,1.677,0.839,-11502545
7,1,7,335,246,0.258,0.129,-8409732
8,1,8,335,240,0.774,0.387,-11372733
9,1,9,335,237,0.387,0.194,-9333131
10,1,10,342,231,1.189,0.595,-6243188
11,1,11,351,252,2.947,1.474,-11245517
12,1,12,361,246,1.504,0.752,-9006520
13,1,13,375,246,1.806,0.903,-7165043
14,1,14,370,245,0.658,0.329,-12101828
15,1,15,377,236,1.471,0.735,-7554634
16,1,16,398,250,3.256,1.628,-11710150
17,1,17,408,232,2.656,1.328,-11641253
18,1,18,421,231,1.682,0.841,-13022196
19,1,19,480,206,8.266,4.133,-12299181
20,1,20,513,185,5.046,2.523,-9863571
21,1,21,524,154,4.243,2.122,-7304100
22,1,22,540,147,2.253,1.126,-11376574
23,1,23,568,122,4.842,2.421,-8417669
24,1,24,592,103,3.949,1.974,-9010041
25,1,25,613,80,4.018,2.009,-11775685
26,1,26,632,53,4.259,2.129,-7692867
27,2,1,453,196,-1.000,-1.000,-16777216
28,2,2,462,210,2.147,1.073,-16776192
29,2,3,452,224,2.219,1.110,-16776192
30,2,4,451,224,0.129,0.065,-16445692
31,2,5,451,224,0.000,0.000,-15127791
32,2,6,445,217,1.189,0.595,-14075368
33,2,7,445,217,0.000,0.000,-13812194
34,2,8,445,218,0.129,0.065,-14405608
35,2,9,445,218,0.000,0.000,-14865904
36,2,10,445,218,0.000,0.000,-14536682
37,2,11,457,218,1.548,0.774,-14274790
38,2,12,471,218,1.806,0.903,-14800362
39,2,13,483,220,1.569,0.785,-13612266
40,2,14,483,220,0.000,0.000,-13751015
41,2,15,490,203,2.372,1.186,-14404333
42,2,16,503,186,2.761,1.380,-12621234
43,2,17,515,170,2.580,1.290,-14865862
44,2,18,541,166,3.393,1.697,-13816272
45,2,19,566,116,7.211,3.606,-10253731
46,2,20,583,93,3.689,1.845,-14865898
47,2,21,613,99,3.947,1.973,-14276569
48,2,22,630,77,3.587,1.793,-14735325
49,2,23,635,29,6.226,3.113,-14735592
