 ,Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1,533,80,-1.000,-1.000,-16642801
2,1,2,509,83,3.120,1.560,-16776703
3,1,3,485,97,3.584,1.792,-16776448
4,1,4,482,126,3.761,1.880,-16774912
5,1,5,506,158,5.160,2.580,-13879537
6,1,6,510,158,0.516,0.258,-14540747
7,1,7,519,160,1.189,0.595,-14668241
8,1,8,527,150,1.652,0.826,-13878462
9,1,9,556,173,4.775,2.387,-15258072
10,1,10,558,158,1.952,0.976,-11041741
11,1,11,558,149,1.161,0.581,-16568518
12,1,12,572,169,3.149,1.575,-15782360
13,1,13,566,177,1.290,0.645,-9792402
14,1,14,566,167,1.290,0.645,-11574714
15,1,15,567,151,2.068,1.034,-14797749
16,1,16,569,171,2.593,1.296,-14338235
17,1,17,590,150,3.831,1.916,-15065042
18,1,18,612,178,4.594,2.297,-16177882
19,1,19,626,163,2.647,1.323,-16246745
20,1,20,635,163,1.161,0.581,-16703454
21,1,21,635,166,0.387,0.194,-16439514
22,1,22,630,181,2.040,1.020,-15716064
23,1,23,622,181,1.032,0.516,-16111578
24,1,24,626,175,0.930,0.465,-16436683
25,1,25,627,175,0.129,0.065,-15786193
26,1,26,627,181,0.774,0.387,-13150881
27,1,27,618,179,1.189,0.595,-14919843
28,1,28,618,171,1.032,0.516,-12675923
29,1,29,631,169,1.697,0.848,-15983074
30,1,30,629,174,0.695,0.347,-11113091
31,1,31,628,174,0.129,0.065,-15453648
32,2,1,581,169,-1.000,-1.000,-16509163
33,2,2,576,157,1.677,0.839,-16711423
34,2,3,593,142,2.925,1.462,-16775680
35,2,4,624,131,4.243,2.122,-15913722
36,2,5,633,188,7.444,3.722,-15654633
