0

0   0

100 00

200 00

300 10

400 10

500 20

600 20

700 30

800 30

900 40

100040

110041

120051

130051

140060

150061

160071

170071

180081

190080

200081

210092

220090

230101

240101

250111

260111

270121

280120

290121

300131

310131

320141

330141

340151

350151

360161

370160

380181

390181

400181

410191

420191

430201

440201

450212

460211

470221

480222

490221

500231

510231

520241

530241

540251

550250

560261

570261

580271

590272

600271

