0

0   0

100 00

200 00

300 10

400 11

500 20

600 20

700 30

800 30

900 41

100041

110041

120050

130050

140061

150061

160071

170071

180082

190081

200081

210092

220091

230101

240102

250110

260111

270122

280122

290121

300131

310131

320142

330142

340152

350151

360161

370161

380181

390182

400181

410192

420191

430201

440201

450212

460212

470222

480222

490222

500232

510231

520242

530242

540252

550253

560261

570261

580272

590271

600272
