5

0   842

100 0852

200 0854

300 1812

400 1871

500 2820

600 2879

700 3828

800 3873

900 4836

10004867

11005840

12006861

13006845

14007851

15007852

16008829

17008858

18009812

19010866

20011815

21011875

22011819

23012880

24012823

25013878

26013827

27015876

28015830

29016872

30016834

31016868

32017840

33017861

34018845

35018853

36020850

37020836

38021857

39021812

40022865

41022815

42022874

43023818

44024880

45025822

46025879

47026825

48026876

49027830

50027873

51027834

52029869

53029838

54030864

55030842

56031856

57031848

58032844

59032854

60034817
