1

0   0

100 01

200 01

300 11

400 12

500 23

600 21

700 32

800 31

900 41

100042

110041

120052

130051

140062

150061

160072

170072

180081

190081

200082

210092

220091

230101

240102

250113

260111

270120

280121

290121

300131

310132

320141

330143

340152

350153

360163

370163

380173

390174

400173

410184

420184

430194

440193

450214

460214

470223

480224

490223

500233

510234

520243

530244

540253

550254

560263

570263

580274

590275

600273

