0,OLD,0,1,47,1,35
0,OLD,2,1,106,2,55
0,OLD,10,30,94,44,36
0,OLD,15,80,88,70,39
0,OLD,20,55,123,52,46
0,OLD,30,20,82,12,52
1,MED,0,1,55,2,50
1,MED,2,2,44,2,88
1,MED,10,43,23,43,13
1,MED,15,56,41,80,26
1,MED,20,63,36,70,26
1,MED,30,29,47,48,78
2,YOUNG,0,2,49,1,54
2,YOUNG,2,1,38,1,31
2,YOUNG,10,58,6,46,15
2,YOUNG,15,29,19,25,24
2,YOUNG,20,9,23,4,25
2,YOUNG,30,8,50,7,31
