"50,00%",Velocity
1,-1.000
2,0.129
3,0.288
4,0.387
5,0.182
6,0.182
7,0.387
8,0.258
9,0.129
10,0.258
11,0.408
12,0.129
13,0.408
14,0.000
15,0.258
16,0.532
17,0.129
18,0.939
19,0.182
20,0.658
21,0.645
22,0.408
23,0.258
24,0.182
25,0.774
26,0.288
27,0.516
28,0.408
29,0.387
30,0.387
31,0.387
32,0.516
33,0.258
34,0.129
35,0.408
36,0.258
37,0.387
38,0.387
39,0.182
40,0.288
41,0.387
42,0.129
43,0.258
44,0.288
45,0.288
46,0.129
47,0.129
48,0.258
49,0.129
50,0.129
51,0.258
52,0.129
53,0.129
54,0.129
55,0.129
56,0.000
57,0.129
58,0.000
59,0.000
60,0.000
61,0.000
62,0.000
63,0.000
64,0.000
65,0.000
66,0.000
67,0.000
68,0.000
69,0.000
70,0.000
71,0.000
72,0.000
73,0.000
74,0.000
75,0.000
76,0.000
77,0.000
78,0.000
79,0.000
80,0.000
81,0.000
82,0.000
83,0.000
84,0.000
85,0.000
86,0.000
87,0.000
88,0.000
89,0.000
90,0.000
91,0.000
92,0.000
93,0.000
94,0.000
95,0.000
96,0.000
97,0.000
98,0.000
99,0.000
100,0.000
101,0.000
102,0.000
103,0.000
104,0.000
105,0.000
106,0.000
107,0.000
108,0.000
109,0.000
110,0.000
111,0.000
112,0.000
113,0.000
114,0.000
115,0.000
116,0.000
117,0.000
118,0.000
119,0.000
