"25,00%",Velocity
1,-1.000
2,0.258
3,0.323
4,0.258
5,0.129
6,0.194
7,0.258
8,0.323
9,0.323
10,0.323
11,0.258
12,0.194
13,0.392
14,0.258
15,0.329
16,0.129
17,0.329
18,0.194
19,0.323
20,0.233
21,0.329
22,0.144
23,0.288
24,0.288
25,0.323
26,0.194
27,0.194
28,0.323
29,0.323
30,0.065
31,0.129
32,0.387
33,0.258
34,0.194
35,0.323
36,0.194
37,0.065
38,0.194
39,0.194
40,0.258
41,0.258
42,0.258
43,0.194
44,0.194
45,0.258
46,0.129
47,0.194
48,0.204
49,0.258
50,0.258
51,0.065
52,0.065
53,0.000
54,0.194
55,0.194
56,0.129
57,0.129
58,0.129
59,0.000
60,0.194
61,0.065
62,0.323
63,0.000
64,0.129
65,0.129
66,0.258
67,0.194
68,0.129
69,0.129
70,0.065
71,0.129
72,0.194
73,0.065
74,0.000
75,0.129
76,0.129
77,0.065
78,0.194
79,0.194
80,0.065
81,0.000
82,0.000
83,0.144
84,0.091
85,0.194
86,0.194
87,0.000
88,0.129
89,0.129
90,0.129
91,0.194
92,0.065
93,0.194
94,0.065
95,0.065
96,0.000
97,0.000
98,0.091
99,0.129
100,0.194
101,0.194
102,0.000
103,0.000
104,0.129
105,0.194
106,0.000
107,0.645
108,0.387
109,0.065
110,0.516
111,0.065
112,0.065
113,0.000
114,0.129
115,0.000
116,0.000
117,0.000
118,0.258
119,0.000
120,0.000
121,0.000
122,0.000
123,0.065
124,0.000
125,0.065
126,0.000
127,0.000
128,0.000
129,0.000
130,0.065
131,0.000
132,0.000
133,0.000
134,0.000
135,0.000
136,0.000
137,0.000
138,0.000
139,0.000
140,0.000
141,0.000
142,0.000
143,0.000
144,0.000
145,0.000
146,0.000
147,0.000
148,0.000
149,0.000
150,0.000
151,0.000
152,0.000
153,0.000
154,0.000
155,0.000
156,0.000
157,0.000
158,0.000
159,0.000
160,0.000
161,0.000
