"50,00%",Velocity
1,16.354
2,0.204
3,0.091
4,0.144
5,0.064
6,0.129
7,0.258
8,0.064
9,0.064
10,0.194
11,0.194
12,0.129
13,0.144
14,0.064
15,0.129
16,0.064
17,0.204
18,0.194
19,0.064
20,0.129
21,0.064
22,0.129
23,0.129
24,0.064
25,0.194
26,0.129
27,0.129
28,0.129
29,0.194
30,0.129
31,0.064
32,0.064
33,0.064
34,0.129
35,0.064
36,0.194
37,0.064
38,0.129
39,0.194
40,0.129
41,0.129
42,0.194
43,0.129
44,0.129
45,0.258
46,0.258
47,0.129
48,0.064
49,0.000
50,0.064
51,0.258
52,0.064
53,0.129
54,0.064
55,0.000
56,0.194
57,0.064
58,0.194
59,0.000
60,0.129
61,0.129
62,0.064
63,0.064
64,0.194
65,0.091
66,0.129
67,0.129
68,0.129
69,0.000
70,0.129
71,0.064
72,0.064
73,0.064
74,0.064
75,0.064
76,0.064
77,0.129
78,0.064
79,0.064
80,0.144
81,0.064
82,0.129
83,0.064
84,0.064
85,0.064
86,0.064
87,0.064
88,0.064
89,0.064
90,0.129
91,0.091
92,0.000
93,0.064
94,0.000
95,0.064
96,0.129
97,0.064
98,0.000
99,0.064
100,0.000
101,0.129
102,0.000
103,0.000
104,0.064
105,0.129
106,0.000
107,0.000
108,0.064
109,0.194
110,0.129
111,0.129
112,0.064
113,0.064
114,0.064
115,0.064
116,0.129
117,0.000
118,0.194
119,0.064
120,0.000
121,0.000
